"x","y","crown_r","land_cover_plot_id"
4201.44510000001,1572.67399999988,2.00001416120981,"FS_1"
4182.94149999996,1577.53399999999,1.99422283256426,"FS_1"
4205.13069999998,1624.95799999987,1.98133402949702,"FS_1"
4169.67459999991,1586.72199999983,1.9527597196316,"FS_1"
4240.1581,1636.28799999994,1.95094369225556,"FS_1"
4235.62199999997,1597.41299999994,1.94646194307166,"FS_1"
4238.41379999998,1557.14699999988,1.942282015161,"FS_1"
4240.24229999993,1623.03499999992,1.94212685706421,"FS_1"
4232.06420000002,1608.60800000001,1.89213033224497,"FS_1"
4173.63209999993,1607.96699999995,1.891951393631,"FS_1"
4253.6936,1626.67499999981,1.84864459706994,"FS_1"
4174.94129999995,1594.97899999982,1.84540544061345,"FS_1"
4205.77689999994,1556.71399999992,1.84149637802016,"FS_1"
4210.60889999999,1646.37999999989,1.83075087920214,"FS_1"
4208.32959999994,1627.82400000002,1.81004648913995,"FS_1"
4192.71659999993,1564.04399999999,1.76725241587148,"FS_1"
4203.3149,1563.47600000002,1.76673170575517,"FS_1"
4206.13020000001,1605.76799999992,1.75977083119224,"FS_1"
4217.45309999993,1617.43099999987,1.75578609290809,"FS_1"
4174.02309999999,1596.0399999998,1.75197427952171,"FS_1"
4199.87359999993,1583.36399999983,1.72664325798889,"FS_1"
4215.55369999993,1574.03000000003,1.7074180681336,"FS_1"
4237.07530000003,1630.75699999998,1.70181323205998,"FS_1"
4179.67469999997,1568.07299999986,1.69435533617072,"FS_1"
4178.23489999992,1641.81299999985,1.65068473353037,"FS_1"
4203.14839999995,1583.78099999996,1.64959211346101,"FS_1"
4207.18059999996,1630.53199999989,1.64697607503465,"FS_1"
4211.88150000002,1623.39099999983,1.6465639982058,"FS_1"
4213.98419999995,1629.21299999999,1.63530829568301,"FS_1"
4247.79019999993,1558.82499999995,1.62375538901234,"FS_1"
4246.22049999994,1627.4879999999,1.61878128938022,"FS_1"
4175.35019999999,1635.86599999992,1.6018584718672,"FS_1"
4205.44439999992,1572.07799999998,1.57996231272558,"FS_1"
4177.73910000001,1557.61499999999,1.56523187676188,"FS_1"
4172.17859999998,1568.98300000001,1.56273449322212,"FS_1"
4190.67869999993,1623.39099999983,1.54765443335699,"FS_1"
4194.44640000002,1643.18200000003,1.5396776509171,"FS_1"
4207.77909999993,1594.80700000003,1.52420086379809,"FS_1"
4261.95719999995,1636.78000000003,1.52258525156136,"FS_1"
4187.76729999995,1623.36999999988,1.52004878828482,"FS_1"
4250.22309999994,1605.91799999983,1.51886430394785,"FS_1"
4203.18979999993,1597.74300000002,1.5161532292108,"FS_1"
4237.88740000001,1636.35199999996,1.5101005025329,"FS_1"
4216.19109999994,1615.59699999983,1.49934964639273,"FS_1"
4210.91310000001,1605.88199999998,1.497928783267,"FS_1"
4264.43640000001,1575.84699999983,1.49178633382278,"FS_1"
4192.83669999999,1594.95399999991,1.4884702816576,"FS_1"
4226.56949999998,1555.38899999997,1.46964006967409,"FS_1"
4170.05200000003,1566.36499999999,1.46594299178194,"FS_1"
4247.13559999992,1622.44499999983,1.46216573579816,"FS_1"
4196.85369999998,1560.86100000003,1.45244010743261,"FS_1"
4218.21019999997,1569.45299999998,1.42330220824188,"FS_1"
4198.41169999994,1620.87800000003,1.41930460106702,"FS_1"
4205.80669999996,1616.77899999986,1.39833028495717,"FS_1"
4228.93809999991,1619.43299999996,1.3900668122118,"FS_1"
4262.63399999996,1622.84199999995,1.35665157584668,"FS_1"
4185.60470000003,1564.32299999986,1.35287321909073,"FS_1"
4202.076,1627.15899999999,1.33372128255436,"FS_1"
4175.30579999997,1566.97600000002,1.32688240796434,"FS_1"
4261.1398,1550.70399999991,1.31300470076962,"FS_1"
4224.38049999997,1636.01300000004,1.30585059866883,"FS_1"
4168.86419999995,1568.79799999995,1.29944376479005,"FS_1"
4238.86479999998,1562.22399999993,1.28251133853538,"FS_1"
4212.07530000003,1615.56099999999,1.26989635658145,"FS_1"
4229.26929999993,1608.34199999995,1.24573562617111,"FS_1"
4237.99419999996,1563.59299999988,1.23850301551387,"FS_1"
4198.04169999994,1586.66999999993,1.21935463387186,"FS_1"
4187.78009999997,1570.47699999996,1.19882144374351,"FS_1"
4216.64480000001,1629.30599999987,1.19602886695467,"FS_1"
4186.58769999992,1643.66299999994,1.18231345078346,"FS_1"
4184.81059999997,1645.77599999984,1.17600984175796,"FS_1"
4225.88099999994,1620.05599999987,1.16117555269479,"FS_1"
4199.10439999995,1639.32299999986,1.16077933198707,"FS_1"
4180.71909999999,1621.49799999991,1.15329474709422,"FS_1"
4176.57219999994,1633.11599999992,1.13900588495222,"FS_1"
4250.91979999992,1648.05700000003,1.13281997669617,"FS_1"
4199.33309999993,1595.52799999993,1.11524943130716,"FS_1"
4210.79310000001,1556.99499999988,1.08311168046965,"FS_1"
4220.06309999991,1575.12800000003,1.08225890855831,"FS_1"
4233.48309999995,1648.64599999995,1.06882933335837,"FS_1"
4201.49489999993,1649.67599999998,1.05668084726592,"FS_1"
4212.3922,1637.72699999996,1.04214040583936,"FS_1"
4257.70559999999,1578.7379999999,1.03812253117939,"FS_1"
4168.37910000002,1570.46399999992,1.03174901509196,"FS_1"
4181.33730000001,1632.92399999988,1.03112720856486,"FS_1"
4230.45209999999,1611.41099999985,1.01337727264498,"FS_1"
4230.00419999997,1633.39299999992,1.00375154958708,"FS_1"
4222.57419999992,1563.14699999988,0.992901557951675,"FS_1"
4170.78949999996,1555.35399999982,0.983608614440046,"FS_1"
4244.10529999994,1644.14899999998,0.97386233264464,"FS_1"
4243.67509999999,1627.63599999994,0.970388487551953,"FS_1"
4194.29680000001,1579.95900000003,0.962385360731367,"FS_1"
4215.52240000002,1618.55799999996,0.95678852637127,"FS_1"
4198.02559999994,1604.35899999994,0.953747425621591,"FS_1"
4242.34309999994,1630.59100000001,0.952737436444917,"FS_1"
4186.75729999994,1621.00099999993,0.941392785236046,"FS_1"
4198.8774,1579.83599999989,0.90710982081108,"FS_1"
4210.94809999992,1619.43099999987,0.872507124548905,"FS_1"
4219.53209999995,1619.20299999998,0.856352987802645,"FS_1"
4178.73599999992,1594.80999999982,0.854576279164767,"FS_1"
4263.69419999991,1608.77599999984,0.843636932197394,"FS_1"
4220.50809999998,1603.31099999999,0.829221492810851,"FS_1"
4227.36639999994,1632.2899999998,0.823718102753385,"FS_1"
4229.33869999996,1646.47499999986,0.817005245521256,"FS_1"
4209.00639999995,1623.80099999998,0.812668342982029,"FS_1"
4229.08309999993,1557.90999999992,0.796305184722387,"FS_1"
4263.20739999996,1633.09199999995,0.785341412462885,"FS_1"
4254.46019999997,1634.20799999987,0.782943290329393,"FS_1"
4178.76309999998,1648.68699999992,0.771890203101127,"FS_1"
4201.97809999995,1596.20900000003,0.755413815850039,"FS_1"
4246.2402,1598.72999999998,0.720792757403046,"FS_1"
4226.53019999992,1568.24199999985,0.71501920421639,"FS_1"
4218.89610000001,1620.5689999999,0.714229779547572,"FS_1"
4235.26980000001,1644.65500000003,0.690929916717545,"FS_1"
4169.9031,1645.65299999993,0.679994195730222,"FS_1"
4225.6202,1564.51599999983,0.675590200494623,"FS_1"
4223.01089999999,1648.66799999983,0.667367250680419,"FS_1"
4241.33019999997,1561.74300000002,0.655868921067756,"FS_1"
4200.17879999999,1589.89999999991,0.650067435558505,"FS_1"
4209.61450000003,1605.47199999983,0.640796745758227,"FS_1"
4227.91739999992,1610.35499999998,0.59944904114739,"FS_1"
4185.78739999991,1626.17200000002,0.582455479637241,"FS_1"
4192.6102,1644.6399999999,0.400931560991198,"FS_1"
