"x","y","crown_r","land_cover_plot_id"
4190.31640000001,1593.27899999986,17.6856060077012,"FS_1"
4208.73439999996,1586.19799999986,14.0441455519466,"FS_1"
4213.38040000002,1553.25199999986,13.9122310404631,"FS_1"
4172.35049999994,1630.14399999985,13.5738297392562,"FS_1"
4258.79719999991,1608.89899999998,13.1059128914023,"FS_1"
4176.94530000002,1611.93599999999,13.0125950578955,"FS_1"
4186.96409999998,1571.47399999993,12.3946040237942,"FS_1"
4199.07089999993,1620.41399999987,12.3425069415306,"FS_1"
4174.77189999993,1592.70699999994,11.8503145021283,"FS_1"
4244.98609999998,1550.39500000002,11.6789306829408,"FS_1"
4207.77889999992,1563.91299999994,11.3565119592772,"FS_1"
4244.52229999995,1590.90299999993,10.7354216528663,"FS_1"
4261.83490000002,1618.625,10.2448585591271,"FS_1"
4260.36329999997,1619.99799999991,10.0946538817352,"FS_1"
4207.1274,1640.67299999995,9.7099520434268,"FS_1"
4183.36439999996,1636.25099999993,9.65564403407054,"FS_1"
4224.76879999996,1575.61999999988,9.46046923268773,"FS_1"
4241.16299999994,1613.53299999982,9.29353767941838,"FS_1"
4238.19510000001,1571.02499999991,9.12964245802588,"FS_1"
4170.66969999997,1559.652,8.85732141673802,"FS_1"
4192.56309999991,1612.53700000001,8.42014614141689,"FS_1"
4224.5209,1595.20799999987,8.12782680870768,"FS_1"
4245.81640000001,1602.57999999984,8.03621315899124,"FS_1"
4261.45299999998,1583.85100000002,7.93866617724405,"FS_1"
4247.96470000001,1634.28899999987,7.89428947313223,"FS_1"
4263.40879999998,1566.70999999996,7.82177198974346,"FS_1"
4215.52819999994,1600.84100000001,7.44446860996797,"FS_1"
4261.29629999993,1597.40399999986,7.40337194844815,"FS_1"
4231.8419,1603.97899999982,7.29539126880605,"FS_1"
4232.85219999996,1559.85399999982,7.28580765232152,"FS_1"
4226.63879999996,1555.26000000001,7.02108586044047,"FS_1"
4256.90559999994,1648.92699999991,6.88814848563326,"FS_1"
4244.55799999996,1582.38199999998,6.7466671616741,"FS_1"
4226.70089999994,1584.83999999985,6.51288122525126,"FS_1"
4229.67209999997,1637.76199999987,6.48652028271632,"FS_1"
4194.45159999991,1635.96999999997,6.44855465020432,"FS_1"
4183.03669999994,1619.24599999981,6.41619703520426,"FS_1"
4170.03079999995,1600.36399999983,6.40755611319529,"FS_1"
4180.88949999993,1553.97999999998,6.34243337693404,"FS_1"
4224.72019999998,1647.37099999981,6.08645573807431,"FS_1"
4176.12269999995,1584.75,6.04056095161642,"FS_1"
4172.70459999994,1606.84399999981,6.0037326608729,"FS_1"
4261.46189999999,1554.33499999996,5.83760394025094,"FS_1"
4208.80959999992,1610.18799999985,5.80284958482401,"FS_1"
4188.8763,1551.82699999982,5.55186932470092,"FS_1"
4177.87170000002,1565.62399999984,5.45732476410155,"FS_1"
4249.06309999991,1573.70799999987,5.42912434296459,"FS_1"
4205.51289999997,1628.18599999999,5.41501350987453,"FS_1"
4171.65110000002,1640.18799999985,5.38628295795206,"FS_1"
4224.32439999992,1608.35399999982,5.34400880246582,"FS_1"
4238.08100000001,1605.04799999995,5.32914015155674,"FS_1"
4254.34459999995,1562.41299999994,5.20780344501593,"FS_1"
4174.59539999999,1645.72999999998,5.19745802919368,"FS_1"
4182.25589999999,1627.70699999994,5.10171214084364,"FS_1"
4256.44259999995,1574.6399999999,4.92331906931828,"FS_1"
4234.69380000001,1582.76899999985,4.74574108207482,"FS_1"
4261.97359999991,1644.58899999992,4.68462800660049,"FS_1"
4240.26899999997,1639.90599999996,4.57457826257605,"FS_1"
4200.46309999994,1609.34299999988,4.52660445926993,"FS_1"
4248.08639999991,1566.58899999992,4.49077972680559,"FS_1"
4221.86919999996,1583.84999999986,4.43980523180903,"FS_1"
4173.41119999997,1584.321,4.28025065888719,"FS_1"
4247.51469999994,1630.40500000003,4.27419960691123,"FS_1"
4217.88899999997,1615.90799999982,4.20693034821925,"FS_1"
4200.08519999997,1568.95999999996,4.16407200074668,"FS_1"
4188.78399999999,1645.24499999988,4.15988630955751,"FS_1"
4236.84009999991,1635.23300000001,4.12824098976223,"FS_1"
4168.09519999998,1648.81999999983,4.10746106179327,"FS_1"
4202.13650000002,1630.527,4.10540212489328,"FS_1"
4204.10199999996,1589.89599999995,4.1048272166929,"FS_1"
4178.36069999996,1600.74399999995,4.10190854608514,"FS_1"
4254.64020000002,1643.17299999995,4.06130087640212,"FS_1"
4242.46569999994,1646.16599999997,3.98287350929775,"FS_1"
4187.45449999999,1625.19499999983,3.95529105059238,"FS_1"
4244.94459999993,1622.79700000002,3.91432051813969,"FS_1"
4261.96699999995,1629.69999999995,3.88308514038215,"FS_1"
4216.57869999995,1608.875,3.85559414526809,"FS_1"
4218.53330000001,1630.96600000001,3.69002874868183,"FS_1"
4232.07079999999,1647.12199999997,3.66873386612905,"FS_1"
4176.50819999992,1646.71399999992,3.66148779369541,"FS_1"
4232.10399999993,1577.16999999993,3.57394836634323,"FS_1"
4224.33419999992,1614.61999999988,3.56551292404413,"FS_1"
4244.80759999994,1647.75699999998,3.55549240222157,"FS_1"
4233.54359999998,1591.48199999984,3.51929898899208,"FS_1"
4213.01769999997,1626.92200000002,3.49789805946892,"FS_1"
4258.53339999996,1634.2899999998,3.4929733142439,"FS_1"
4224.1594,1569.36499999999,3.46434273305394,"FS_1"
4256.12139999995,1629.22600000002,3.45963890681144,"FS_1"
4242.19510000001,1557.8899999999,3.44425591797903,"FS_1"
4186.74239999999,1608.054,3.43810874503931,"FS_1"
4193.54200000002,1551.13299999991,3.43244116297666,"FS_1"
4196.19959999993,1582.41200000001,3.27940846117189,"FS_1"
4257.1764,1641.36800000002,3.21334885529971,"FS_1"
4219.18189999997,1572.45799999987,3.17693470639363,"FS_1"
4218.27359999996,1612.19900000002,3.16517393576571,"FS_1"
4234.54559999995,1583.36899999995,3.1516344067076,"FS_1"
4249.52619999996,1626.58899999992,3.12482429779653,"FS_1"
4180.62599999993,1644.79299999983,3.08906133176382,"FS_1"
4175.92689999996,1621.18399999989,3.03687226293398,"FS_1"
4185.01189999992,1605.08100000001,2.99742268408234,"FS_1"
4227.4425,1615.85599999991,2.98117103061175,"FS_1"
4235.84289999993,1617.83299999987,2.96639916646522,"FS_1"
4182.37639999995,1637.72399999993,2.9479312515554,"FS_1"
4171.55669999996,1629.02099999995,2.93495708932456,"FS_1"
4205.83959999995,1608.53899999987,2.92707123022562,"FS_1"
4243.06089999992,1562.652,2.88414474093702,"FS_1"
4255.32239999995,1636.63699999987,2.77072822477537,"FS_1"
4216.09159999993,1627.06299999985,2.75883521473085,"FS_1"
4239.43859999999,1632.27599999984,2.71194065087348,"FS_1"
4254.10749999993,1597.2209999999,2.7095510044919,"FS_1"
4186.5246,1551.78299999982,2.70303344176235,"FS_1"
4260.97419999994,1641.49199999985,2.69260480988164,"FS_1"
4199.91129999992,1636.05700000003,2.65509965460265,"FS_1"
4195.37029999995,1626.48499999987,2.6443827555369,"FS_1"
4264.79550000001,1611.05099999998,2.54637429007867,"FS_1"
4223.97089999996,1606.92499999981,2.54173805693505,"FS_1"
4237.91449999996,1627.32499999995,2.51884389746236,"FS_1"
4223.33849999995,1638.83899999992,2.51817946578348,"FS_1"
4232.16499999992,1618.60299999989,2.50587344945267,"FS_1"
4223.9216,1618.76000000001,2.50192351235933,"FS_1"
4220.30680000002,1560.93699999992,2.50104432309456,"FS_1"
4186.30310000002,1562.37599999993,2.46582162158614,"FS_1"
4238.95669999998,1559.56699999981,2.45491498106891,"FS_1"
4233.82149999996,1595.51300000004,2.44563275573729,"FS_1"
4245.2831,1576.08199999994,2.4442229300595,"FS_1"
4194.7916,1552.62099999981,2.40937274346635,"FS_1"
4254.03110000002,1591.44499999983,2.39617924445874,"FS_1"
4169.81229999999,1641.25,2.38763015157747,"FS_1"
4213.51249999995,1614.55999999982,2.37132028881786,"FS_1"
4198.14720000001,1628.34999999986,2.37126964545043,"FS_1"
4219.40449999995,1578.27399999998,2.32809294860238,"FS_1"
4180.13189999992,1580.45600000001,2.28007029162222,"FS_1"
4169.48080000002,1642.03799999994,2.27683053336291,"FS_1"
4226.06839999999,1623.94799999986,2.22899929273543,"FS_1"
4177.02049999998,1601.98600000003,2.22631891911439,"FS_1"
4193.86009999993,1557.79999999981,2.21795745488106,"FS_1"
4216.99249999993,1622.23899999983,2.19016122268261,"FS_1"
4213.22169999999,1559.4879999999,2.1626867923505,"FS_1"
4265.47600000002,1628.49899999984,2.10968294307385,"FS_1"
4183.81439999992,1644.77599999984,2.09374641640629,"FS_1"
4265.94699999993,1631.92499999981,2.09201385745782,"FS_1"
4212.94499999995,1595.35699999984,2.09073776082836,"FS_1"
4170.97379999992,1646.66399999987,2.08851548923609,"FS_1"
4230.76189999992,1643.29899999988,2.08722796098348,"FS_1"
4222.20739999996,1612.77000000002,2.02857588802744,"FS_1"
4214.01069999998,1606.46799999988,2.0134784293574,"FS_1"
4199.78830000001,1636.84699999983,2.01106669487984,"FS_1"
4243.37910000002,1611.87999999989,2.00808843515957,"FS_1"
