"Source","Target","weight"
320,427,2.16384
320,428,1.97408
320,429,2.05805
320,537,0.86885
321,322,3.7052
321,323,2.78034
321,324,4.32656
321,325,4.61864
321,327,2.59393
321,328,0.74879
321,329,0.83755
321,330,3.18663
321,331,1.45574
321,332,1.44462
322,321,6.6581
322,323,3.41087
322,324,4.14256
322,325,8.39046
322,326,0.20006
322,327,5.99062
322,328,3.07257
322,329,2.52434
323,321,4.95747
323,322,3.38446
323,324,2.51329
323,325,5.71488
323,327,2.85822
323,329,0.63172
323,330,0.71507
323,332,0.29421
324,321,9.61325
324,322,5.12222
324,323,3.1319
324,325,6.36139
324,327,3.24787
324,328,0.48781
324,329,0.90888
324,330,0.8231
324,331,0.10085
325,321,5.10956
325,322,5.16554
325,323,3.54579
325,324,3.16733
325,326,1.55199
325,327,6.61154
325,328,3.97074
325,329,3.01041
326,322,0.20529
326,325,2.58691
326,327,8.59073
326,328,7.52583
326,329,2.03526
327,321,2.20958
327,322,2.83979
327,323,1.36548
327,324,1.24516
327,325,5.09081
327,326,3.96847
327,328,6.99867
327,329,3.58178
328,321,0.78312
328,322,1.78826
328,324,0.22961
328,325,3.7538
328,326,4.26837
328,327,8.59272
328,329,2.80354
329,321,2.3153
329,322,3.88332
329,323,0.97939
329,324,1.13077
329,325,7.52233
329,326,3.05109
329,327,11.62362
329,328,7.41026
330,295,1.69975
330,321,2.70913
330,323,0.34094
330,324,0.31494
330,331,2.11764
330,332,4.15414
331,321,5.09526
331,324,0.15887
331,330,8.71839
331,332,2.97716
332,295,1.95783
332,321,2.93248
332,323,0.33495
332,330,9.91893
332,331,1.72664
333,202,5.98348
333,203,0.19418
333,224,0.32813
333,334,3.57375
333,335,8.23737
333,336,10.27663
334,202,5.10561
334,203,0.40806
334,224,0.83267
334,333,3.51578
334,335,10.60859
334,336,12.03587
335,202,4.41322
335,203,2.23283
335,224,1.84175
335,333,2.15081
335,334,2.81561
335,336,6.87973
336,202,4.80196
336,203,1.73881
336,224,2.30551
336,333,3.0361
336,334,3.61447
336,335,7.78438
337,338,8.85097
337,339,7.86691
337,340,3.91455
337,341,8.25923
337,342,2.95715
338,337,5.58276
338,339,6.83791
338,340,5.15253
338,341,7.34992
338,342,2.01835
339,337,6.87542
339,338,9.47459
339,340,4.55795
339,341,8.42775
339,342,2.51376
340,337,4.79953
340,338,10.01564
340,339,6.39428
340,341,6.87185
340,342,1.24037
341,337,6.66145
341,338,9.39838
341,339,7.77759
341,340,4.52049
341,342,2.48773
342,337,10.79349
342,338,11.67954
342,339,10.49825
342,340,3.69251
342,341,11.25803
343,1,2.53578
343,2,5.61459
343,4,0.23449
343,344,5.12493
343,378,7.43765
344,1,1.837
344,2,4.72124
344,343,4.9961
344,378,7.8661
344,379,0.17673
345,181,6.04652
345,182,2.78851
345,183,2.49521
345,184,4.08216
345,185,0.86852
346,169,3.14771
346,170,2.81578
346,347,7.98366
346,348,8.11688
347,169,4.68696
347,170,5.28107
347,346,3.01891
347,348,7.29231
348,169,2.48573
348,170,3.14446
348,346,2.7807
348,347,6.60665
349,350,5.87981
349,351,8.53719
349,352,9.39754
350,146,1.12394
350,349,1.64134
350,351,4.8726
350,352,4.06395
351,152,0.18702
351,349,2.8204
351,350,5.76659
351,352,6.97089
352,349,3.09302
352,350,4.7916
352,351,6.94484
353,290,0.0597
353,354,2.1258
353,355,6.62428
353,528,3.56996
353,529,3.72974
354,290,0.21692
354,291,0.41977
354,303,2.65672
354,304,0.26271
354,353,1.3654
354,355,1.66708
354,528,7.57462
354,529,8.13996
355,290,3.82741
355,291,3.1617
355,353,1.58584
355,354,0.62135
355,528,0.89881
355,529,0.92228
356,54,1.96818
356,55,0.20896
356,56,3.93165
356,57,0.78805
356,58,3.01546
357,358,7.18369
357,359,3.70509
357,360,2.40614
358,357,6.22502
358,359,2.36016
358,360,3.07193
359,357,7.1009
359,358,5.21991
359,360,0.8227
360,357,6.83178
360,358,10.06543
360,359,1.21882
361,362,2.0923
361,363,4.01342
361,364,5.21761
361,365,2.55418
362,361,3.12301
362,363,3.83365
362,364,4.57223
362,365,7.36618
363,361,5.55094
363,362,3.55234
363,364,5.09796
363,365,3.98653
364,361,5.92756
364,362,3.48003
364,363,4.18745
364,365,4.44825
365,361,2.64559
365,362,5.11169
365,363,2.98549
365,364,4.05562
366,201,2.50253
366,367,7.59668
366,368,4.50343
366,415,2.12952
366,416,1.46975
366,418,2.40892
367,201,3.21493
367,366,4.53612
367,368,3.57609
367,415,1.46475
367,416,1.37636
367,418,1.83697
368,201,1.94856
368,366,6.31847
368,367,8.40265
368,415,1.32109
368,418,1.19763
369,87,1.41974
369,88,1.07931
370,143,1.90554
370,144,2.1427
370,145,2.75935
370,146,2.23045
370,147,1.32994
370,148,4.31143
370,286,2.50157
370,287,2.02321
370,371,8.15425
371,143,1.88727
371,144,2.08042
371,145,2.32457
371,146,1.80733
371,147,1.00476
371,148,4.41917
371,286,2.5624
371,287,1.98975
371,370,6.34452
372,93,1.76033
372,315,3.54405
372,316,4.52871
372,317,2.94846
372,373,8.40881
372,503,4.2638
373,93,1.54132
373,315,2.94925
373,316,5.22172
373,317,3.39344
373,372,8.18925
373,503,4.23487
374,375,1.67019
374,376,4.66337
374,377,3.58049
374,434,4.18818
375,374,1.75324
375,376,3.56868
375,377,2.20518
375,434,5.54177
376,374,3.30112
376,375,2.40654
376,377,4.02481
376,434,5.59146
377,374,1.71781
377,375,1.00786
377,376,2.72782
377,434,6.97244
377,435,1.17767
378,1,0.90695
378,2,2.24341
378,3,0.26395
378,343,2.3575
378,344,2.5576
378,379,2.3992
379,344,0.27263
379,378,11.38273
380,381,5.31936
380,382,2.70486
380,383,9.31373
380,384,9.29146
380,385,7.61701
380,386,4.83066
381,380,2.13418
381,382,1.11419
381,383,4.00891
381,384,4.98804
381,385,3.39598
381,386,2.74413
382,380,4.03059
382,381,4.1382
382,383,11.51989
382,384,9.50228
382,385,6.47759
382,386,6.97702
383,380,3.00848
383,381,3.22758
383,382,2.49716
383,384,5.7998
383,385,4.62449
383,386,4.14803
384,380,3.83132
384,381,5.12651
384,382,2.62947
384,383,7.4038
384,385,5.5849
384,386,4.68317
385,380,4.37308
385,381,4.85954
385,382,2.4957
385,383,8.21946
385,384,7.77595
385,386,4.30816
386,380,2.95359
386,381,4.18192
386,382,2.86279
386,383,7.85167
386,384,6.94415
386,385,4.5881
387,91,1.94763
387,388,2.26071
387,389,6.18718
387,390,2.66945
388,387,7.62365
388,389,10.34017
388,390,1.17355
389,91,1.31421
389,387,6.28582
389,388,3.11514
389,390,2.03547
390,91,4.48318
390,387,6.51839
390,388,0.84977
390,389,4.89232
391,68,0.57091
391,393,4.46636
393,391,4.9795
394,395,8.46634
394,396,9.76725
394,397,4.29041
394,398,5.69337
395,394,2.40618
395,396,7.75746
395,397,4.79925
395,398,6.88442
395,436,1.68075
395,437,1.92337
396,394,2.28653
396,395,6.38987
396,397,5.28191
396,398,7.11547
396,436,2.21217
396,437,1.64586
397,394,1.85599
397,395,7.30496
397,396,9.7603
397,398,9.23774
397,436,2.63013
397,437,1.98511
398,394,1.32608
398,395,5.64203
398,396,7.07943
398,397,4.9738
398,436,3.44958
398,437,2.9748
399,400,3.49682
399,401,9.45939
400,399,2.60147
400,401,11.28819
401,399,2.09356
401,400,3.35815
403,153,3.77226
403,404,10.0497
403,405,3.80629
403,406,3.59689
403,407,3.6523
403,550,2.76649
404,153,5.21636
404,403,2.49256
404,405,4.12936
404,406,2.54007
404,407,3.02998
404,550,2.30629
405,153,2.12343
405,403,1.661
405,404,7.26535
405,406,2.56336
405,407,4.28469
405,550,2.89246
406,153,1.61064
406,403,3.06144
406,404,8.71664
406,405,4.99967
406,407,5.60504
406,550,4.14753
407,403,1.43511
407,404,4.80025
407,405,3.85806
407,406,2.5876
407,550,3.20142
408,188,4.30948
408,190,5.18935
408,191,1.78997
408,192,4.40177
408,409,2.68171
408,410,2.20211
409,188,5.08564
409,190,1.9381
409,192,1.78569
409,408,4.99975
409,410,1.47661
410,188,2.74258
410,190,5.86058
410,191,0.94962
410,192,2.4709
410,408,3.62315
410,409,1.30309
412,413,4.78788
413,412,5.45632
415,201,2.19376
415,366,5.21132
415,367,6.003
415,368,2.30425
415,416,3.93515
415,417,0.4119
415,418,5.21095
416,201,1.29674
416,366,1.28837
416,367,2.02054
416,415,1.40959
416,417,3.00761
416,418,3.86982
417,415,0.4658
417,416,9.49514
417,418,4.0718
418,201,1.99615
418,366,3.09208
418,367,3.94883
418,368,1.09568
418,415,2.73325
418,416,5.66658
418,417,1.88859
419,187,1.04325
419,420,5.39908
419,421,2.84685
420,419,3.71027
420,421,1.92293
421,187,1.04308
421,419,6.64644
421,420,6.53284
422,423,12.03789
422,424,6.38195
422,425,3.98003
423,422,3.96408
423,424,5.1265
423,425,3.48849
424,422,3.78363
424,423,9.22965
424,425,2.96347
425,422,5.00666
425,423,13.32621
425,424,6.2879
426,320,0.39068
426,427,4.77916
426,428,10.28701
426,429,9.30438
426,534,5.85478
426,535,2.98847
426,536,3.11286
426,537,7.96502
427,320,1.13219
427,426,6.44859
427,428,8.52389
427,429,7.83357
427,534,4.50728
427,535,2.35052
427,536,1.91968
427,537,7.1026
428,320,0.47865
428,426,6.43219
428,427,3.94998
428,429,8.13966
428,534,5.83395
428,535,2.86308
428,536,3.36757
428,537,6.90472
429,320,0.60168
429,426,7.01477
429,427,4.37696
429,428,9.81437
429,534,5.53836
429,535,2.77853
429,536,3.18586
429,537,7.17047
430,431,2.41254
430,432,11.56924
431,430,3.5558
431,432,8.88598
432,430,4.40301
432,431,2.2945
434,374,1.13775
434,375,1.43415
434,376,2.14579
434,377,3.94799
434,435,2.36702
435,377,2.00357
435,434,7.11201
436,395,3.71742
436,396,5.93996
436,397,3.82182
436,398,9.30973
436,437,2.88924
437,71,1.10048
437,395,3.86562
437,396,4.01584
437,397,2.62118
437,398,7.29539
437,436,2.62544
439,309,0.46608
439,440,5.96869
439,551,6.38088
439,552,3.53309
439,553,1.26679
439,554,3.94182
439,555,0.67391
439,556,4.13349
439,557,3.03855
440,121,0.0538
440,439,8.8382
440,551,6.99146
440,552,3.42406
440,553,0.77551
440,554,4.45745
440,555,0.84764
440,556,4.22508
440,557,3.15909
441,442,4.67162
441,443,5.41905
442,441,7.52295
442,443,4.91481
443,441,10.09398
443,442,5.68493
445,446,6.72795
446,445,5.07609
447,24,0.93511
447,448,2.27556
447,449,3.65491
447,450,4.79286
448,447,3.17901
448,449,2.2829
448,450,8.00588
449,447,7.27936
449,448,3.25461
449,450,6.52432
450,447,4.62791
450,448,5.53344
450,449,3.16307
451,452,6.54414
451,453,4.56147
452,451,5.1057
452,453,4.05465
452,503,0.42543
453,451,7.29843
453,452,8.31525
454,44,7.67192
454,45,3.27609
454,46,7.33735
454,122,6.67443
454,124,2.97848
454,218,1.39144
454,455,3.70333
454,456,5.33977
455,44,9.12083
455,45,4.83829
455,46,9.75409
455,122,5.62389
455,124,1.9396
455,218,1.94131
455,454,4.3297
455,456,6.83153
456,44,9.59447
456,45,3.05348
456,46,6.57502
456,122,5.75305
456,123,0.74461
456,124,2.63385
456,218,5.82235
456,454,2.62586
456,455,2.87343
457,458,3.86173
457,459,8.28915
457,460,5.86391
457,461,2.47752
458,457,1.89784
458,459,10.86814
458,460,5.24855
458,461,2.6619
459,457,2.22599
459,458,5.9387
459,460,4.9169
459,461,2.59687
460,457,3.00603
460,458,5.47481
460,459,9.38609
460,461,3.5178
461,457,2.62395
461,458,5.73657
461,459,10.24175
461,460,7.26779
462,463,3.83433
462,464,8.24107
463,462,6.31425
463,464,6.40762
464,35,0.02129
464,462,8.50375
464,463,4.01505
466,467,3.62844
467,466,1.81584
468,469,7.6724
468,470,7.23734
468,471,0.75027
469,468,6.59259
469,470,8.31267
469,471,1.44712
470,468,4.72047
470,469,6.3099
470,471,2.54115
471,468,2.09103
471,469,4.69379
471,470,10.85844
472,473,9.28723
473,472,5.66581
474,475,2.29768
474,476,8.49113
475,474,1.44034
475,476,5.03898
476,474,3.30549
476,475,3.12922
477,34,5.79904
477,35,4.52693
477,36,6.56289
477,37,2.00384
477,40,7.01919
477,41,1.36343
477,42,4.50886
477,478,7.3436
477,479,9.68671
477,480,3.33173
477,481,10.49088
478,34,3.42387
478,35,1.85895
478,36,3.01175
478,37,0.89356
478,40,7.39024
478,41,3.89828
478,42,6.07225
478,477,2.65289
478,479,6.79798
478,480,2.62211
478,481,8.96988
479,34,4.55535
479,35,3.38267
479,36,4.65011
479,37,1.65314
479,40,6.87499
479,41,2.72146
479,42,5.16004
479,477,3.88057
479,478,7.53857
479,480,3.23664
479,481,9.74491
480,34,6.22165
480,35,3.29287
480,36,5.42611
480,37,1.57443
480,40,10.09729
480,41,2.82962
480,42,7.07246
480,477,4.4266
480,478,9.64364
480,479,10.73434
480,481,12.37897
481,34,4.00028
481,35,2.83597
481,36,3.95883
481,37,1.39494
481,40,6.79291
481,41,3.1123
481,42,5.30566
481,477,3.3294
481,478,7.88008
481,479,7.71992
481,480,2.95691
482,483,8.02649
483,482,3.25285
484,56,1.01744
484,155,3.20404
484,485,6.70435
485,155,2.21455
485,484,5.71684
486,148,1.27575
486,487,5.14025
486,488,3.84956
487,486,10.39416
487,488,3.48281
488,486,9.31528
488,487,4.16782
489,242,2.51916
489,243,5.43887
489,244,6.18185
489,490,4.70357
489,491,4.38337
489,492,6.37629
489,493,8.27577
490,242,0.43098
490,243,1.65408
490,244,3.15365
490,489,4.23048
490,491,2.18822
490,492,4.99482
490,493,5.56327
491,242,2.59498
491,243,5.71381
491,244,7.46256
491,489,8.88807
491,490,4.9332
491,492,7.12587
491,493,9.58087
492,242,1.60156
492,243,4.64406
492,244,4.75804
492,489,6.07562
492,490,5.29151
492,491,3.34858
492,493,8.37074
493,242,2.12891
493,243,5.24627
493,244,5.20796
493,489,6.37649
493,490,4.76585
493,491,3.64065
493,492,6.76885
494,495,2.53176
494,496,2.29729
495,494,7.57333
495,496,3.09714
496,494,6.86827
496,495,3.09548
498,499,7.5246
499,498,2.33421
500,86,0.14125
500,162,1.98318
500,163,2.51713
500,164,1.76858
500,165,0.87192
500,166,0.16841
500,501,6.83067
500,502,3.83369
500,521,2.7074
500,523,1.09767
500,524,3.77194
501,86,1.32353
501,162,0.55048
501,163,1.1192
501,164,1.06168
501,165,0.17254
501,500,5.80146
501,502,5.01651
501,521,1.57294
501,523,0.14106
501,524,2.91317
502,500,4.34748
502,501,6.69804
502,521,0.82658
502,524,2.75668
503,315,1.47216
503,316,2.50648
503,317,0.8062
503,372,5.65405
503,373,5.76624
503,452,0.47926
504,505,4.01403
504,506,6.81272
504,507,6.56335
505,504,5.70584
505,506,4.47667
505,507,8.89356
506,504,9.24486
506,505,4.27362
506,507,7.33709
507,71,0.01311
507,72,0.60431
507,504,6.44298
507,505,6.14183
507,506,5.30769
508,509,3.58828
508,510,3.59552
509,508,3.0307
509,510,2.17523
510,508,1.69889
510,509,1.21689
511,231,0.63405
511,232,9.04559
511,233,2.81552
511,512,8.2222
511,513,3.42207
511,514,5.05031
512,231,1.53117
512,232,6.21387
512,233,1.31001
512,511,2.09796
512,513,1.76258
512,514,4.6501
513,231,1.52433
513,232,11.01353
513,233,3.42617
513,511,3.60365
513,512,7.27431
513,514,4.82998
514,231,1.92925
514,232,8.60716
514,233,1.67568
514,511,2.57475
514,512,9.29118
514,513,2.33835
515,516,8.17084
515,517,2.9576
515,518,4.51068
515,519,9.4631
515,520,9.65507
516,515,3.42544
516,517,3.90383
516,518,4.52656
516,519,6.45911
516,520,8.73112
517,515,2.52271
517,516,7.94272
517,518,5.27286
517,519,4.54311
517,520,11.15414
518,515,3.23975
518,516,7.75511
518,517,4.44004
518,519,5.58204
518,520,12.0964
519,515,2.80997
519,516,4.57501
519,517,1.58159
519,518,2.30777
519,520,5.01746
520,515,2.84451
520,516,6.13581
520,517,3.85264
520,518,4.96179
520,519,4.97813
521,162,1.70614
521,500,2.07718
521,501,1.42089
521,502,0.55922
521,522,2.26553
521,523,5.5207
521,524,6.61675
522,521,8.92105
522,523,5.10294
522,524,6.15447
523,162,1.86875
523,500,1.32311
523,501,0.2002
523,521,8.67352
523,522,2.03599
523,524,6.13451
524,162,1.06942
524,500,3.04785
524,501,2.77154
524,502,1.96424
524,521,6.9687
524,522,1.64608
524,523,4.11231
525,526,2.19101
525,527,6.17862
526,525,6.95748
526,527,6.92223
527,525,7.58439
527,526,2.67588
528,291,0.09533
528,303,3.23128
528,304,1.25989
528,353,1.16278
528,354,3.8411
528,355,1.22286
528,529,8.36841
529,291,0.17409
529,303,3.47564
529,304,1.63253
529,305,0.2203
529,353,1.06051
529,354,3.60347
529,355,1.09542
529,528,7.30546
530,531,4.47575
530,532,1.73055
530,533,8.29777
530,569,0.19642
530,570,0.88198
530,573,1.57598
530,579,3.29754
530,580,3.67506
530,586,2.50224
531,530,3.48075
531,532,2.39783
531,533,8.60309
531,579,3.22256
531,580,3.298
531,586,2.49903
532,530,1.89993
532,531,3.38505
532,533,4.53909
532,579,4.08981
532,580,4.38077
532,586,0.90933
533,311,0.98982
533,530,3.75873
533,531,5.01104
533,532,1.87281
533,569,0.2418
533,570,0.71266
533,573,1.43627
533,579,2.7271
533,580,2.86833
533,586,2.4811
534,426,4.63693
534,427,2.64558
534,428,7.38947
534,429,5.81802
534,535,3.01834
534,536,2.23164
534,537,5.92096
535,426,7.33356
535,427,4.27481
535,428,11.23646
535,429,9.04387
535,534,9.35221
535,536,2.6873
535,537,9.73996
536,426,7.8772
536,427,3.6002
536,428,13.62882
536,429,10.69332
536,534,7.13043
536,535,2.77116
536,537,8.51191
537,320,0.29002
537,426,6.85636
537,427,4.53117
537,428,9.50566
537,429,8.18707
537,534,6.43545
537,535,3.41663
537,536,2.89549
539,540,5.3151
539,541,3.30719
539,542,3.16667
539,543,7.31794
539,544,2.80419
539,545,7.68296
540,539,10.27414
540,541,3.06809
540,542,3.66187
540,543,9.06466
540,544,2.57422
540,545,8.44991
541,539,14.16166
541,540,6.79654
541,542,2.73816
541,543,10.04798
541,544,3.60171
541,545,10.96388
542,539,7.13415
542,540,4.26784
542,541,1.4406
542,543,5.88308
542,544,1.15997
542,545,5.35998
543,539,9.54852
543,540,6.11877
543,541,3.06176
543,542,3.40731
543,544,2.57743
543,545,7.95739
544,539,16.05511
544,540,7.6246
544,541,4.8157
544,542,2.94789
544,543,11.30953
544,545,12.24693
545,539,9.96979
545,540,5.67251
545,541,3.32251
545,542,3.08732
545,543,7.91372
545,544,2.77574
546,547,2.17972
546,548,5.27052
546,549,6.47083
547,546,4.71645
547,548,5.13945
547,549,10.35453
548,546,3.18794
548,547,1.43668
548,549,7.01434
549,546,3.30343
549,547,2.44299
549,548,5.92018
550,153,0.27706
550,403,2.25797
550,404,7.58943
550,405,5.40991
550,406,3.97723
550,407,6.6499
551,308,2.32085
551,309,1.94886
551,439,6.01185
551,440,4.44847
551,552,3.37063
551,553,2.55269
551,554,4.86933
551,555,2.1933
551,556,3.48081
551,557,4.00036
552,439,10.09805
552,440,6.60906
552,551,10.22507
552,553,1.81895
552,554,5.92745
552,555,0.62062
552,556,5.65178
552,557,4.78484
553,308,3.61114
553,309,3.59337
553,439,4.85105
553,440,2.00556
553,551,10.37532
553,552,2.43708
553,554,3.5353
553,555,0.38712
553,556,2.12273
553,557,3.05835
554,308,0.40798
554,309,0.05511
554,439,7.97974
554,440,6.09387
554,551,10.46243
554,552,4.19832
554,553,1.8689
554,555,1.75664
554,556,4.56503
554,557,4.82902
555,439,2.70956
555,440,2.30156
555,551,9.35976
555,552,0.87305
555,553,0.40645
555,554,3.48889
555,556,1.00868
555,557,2.08339
556,439,10.42216
556,440,7.19436
556,551,9.31523
556,552,4.98589
556,553,1.39767
556,554,5.68582
556,555,0.63256
556,557,4.34831
557,308,0.40138
557,309,0.168
557,439,8.48513
557,440,5.95757
557,551,11.85666
557,552,4.67493
557,553,2.23022
557,554,6.6613
557,555,1.44699
557,556,4.81582
559,83,1.29172
559,85,0.80358
559,560,5.51651
559,561,3.07452
559,562,9.76737
559,563,7.59801
559,564,3.89528
559,565,1.72999
560,83,0.9093
560,85,0.66052
560,559,4.81297
560,561,3.9362
560,562,10.18324
560,563,7.7849
560,564,4.42081
560,565,1.18936
561,83,1.50034
561,85,2.4721
561,559,3.5586
561,560,5.22194
561,562,7.46962
561,563,5.07444
561,564,2.55507
562,83,0.94552
562,85,0.82075
562,559,4.47095
562,560,5.34268
562,561,2.95405
562,563,7.98125
562,564,4.61273
562,565,2.55721
563,83,0.45443
563,559,4.19427
563,560,4.92562
563,561,2.42014
563,562,9.6251
563,564,4.37364
563,565,2.95625
564,559,5.0643
564,560,6.5877
564,561,2.86999
564,562,13.10137
564,563,10.30072
564,565,1.96402
565,559,1.83183
565,560,1.44346
565,562,5.91543
565,563,5.67057
565,564,1.59958
566,567,4.06889
567,566,12.32565
568,69,0.86398
568,569,10.47653
568,570,3.21966
568,571,3.76948
568,572,3.08428
568,573,8.81484
569,69,1.1003
569,530,0.0949
569,533,0.2579
569,568,2.34286
569,570,3.69646
569,571,2.3675
569,572,3.25315
569,573,8.08835
570,530,0.86202
570,533,1.53766
570,568,1.45657
570,569,7.47787
570,571,1.70476
570,572,1.86595
570,573,9.30224
571,69,0.55732
571,568,3.507
571,569,9.84953
571,570,3.50587
571,572,2.52894
571,573,8.4746
572,69,0.64291
572,568,1.90623
572,569,8.99074
572,570,2.54917
572,571,1.67998
572,573,9.01071
573,69,0.46528
573,530,0.65288
573,533,1.31352
573,568,1.69028
573,569,6.93547
573,570,3.94287
573,571,1.74667
573,572,2.79566
574,138,0.47287
574,139,0.71619
574,140,2.13666
574,206,7.00149
574,207,7.31071
574,575,7.78639
574,576,2.02993
575,102,0.00269
575,104,0.7596
575,105,1.08105
575,136,3.22551
575,137,2.50079
575,138,5.07013
575,139,2.64238
575,140,4.87631
575,141,2.16818
575,142,2.63955
575,206,5.42769
575,207,7.06481
575,574,2.50088
575,576,4.17012
576,136,3.88195
576,137,2.4078
576,138,6.12756
576,139,2.44624
576,140,5.1271
576,141,1.65487
576,142,2.87877
576,206,5.76213
576,207,6.79826
576,574,1.57472
576,575,10.07199
577,239,1.26017
577,578,1.49367
578,577,6.16685
579,530,3.60668
579,531,4.53223
579,532,4.07442
579,533,6.58472
579,580,5.86471
579,586,1.90813
580,530,3.58597
580,531,4.13795
580,532,3.89348
580,533,6.1786
580,579,5.23204
580,586,1.79842
581,268,0.44002
581,582,5.27107
582,581,5.54587
583,584,1.81526
583,585,5.10781
584,583,7.80519
584,585,3.31623
585,583,6.93506
585,584,1.04716
586,530,5.56732
586,531,7.14961
586,532,1.84282
586,533,12.18654
586,579,3.88158
586,580,4.10078
587,588,4.57643
588,587,7.95048
