"x","y","mdegree","betweennesssT","betweennesss","closeness"
51.6455587465316,35.0585932377726,7,0.00208932031998874,310.859523809524,0.000189681335356601
180.316397827119,41.8288888409734,3,0.000100816614578082,15,0.0185185185185185
172.227606084198,12.8496141638607,3,0.000100816614578082,15,0.00390625
82.5026409234852,89.5345131400973,3,0.00214403333669389,319,0.000119574315437044
132.983986055478,74.4931124616414,9,0.0204333500444765,3040.17598636743,0.000198294665873488
45.3056286554784,55.118659324944,3,0.00214403333669389,319,0.000178443968593862
61.5509948227555,161.53331794776,5,0.000273325043967246,40.6666666666667,0.0138888888888889
139.661333430558,186.572018545121,5,0.0365359411230971,5436,0.000126214817619589
118.98442581296,186.382814543322,2,0,0,0.0001057753331923
177.431953372434,139.956849068403,2,0,0,0.037037037037037
186.238191602752,145.976963825524,3,0,0,0.04
172.57684590295,167.13117165491,6,0.000406429646272372,60.4706349206349,0.00826446280991736
68.3084072545171,161.53308050707,6,0.00010361707609414,15.4166666666667,0.0161290322580645
170.286376355216,195.793235767633,3,0,0,0.0048780487804878
8.90218508429825,45.1921073254198,2,0,0,0.000142571998859424
161.187757318839,95.8003635983914,5,0.00062105782636799,92.4040886961614,0.000155860349127182
146.440557809547,13.5113883763552,4,0.000394304981460945,58.6666666666667,0.008
137.002437468618,195.297479024157,5,0.0173819045378678,2586.16666666667,0.000121713729308666
104.236876219511,64.5321425516158,5,0.000466556888575238,69.4166666666668,0.000213492741246798
102.66843708232,61.3556640222669,6,0.00275557411861474,409.988095238094,0.000212720697723889
47.0110908616334,112.557475967333,3,0.0365359411230971,5436,0.000129718510831496
105.878452537581,67.7167249843478,4,0.000464876611665604,69.1666666666669,0.000213447171824973
49.2791983764619,68.2733977213502,6,0.000822775593417801,122.416666666667,0.00016826518593303
115.175075968727,88.8152500614524,11,0.0481755553315186,7167.8,0.000219058050383352
108.130518812686,169.896398577839,3,0.0042746244581107,636,0.000132100396301189
191.803597193211,91.7516278568655,4,1.79229537027702e-05,2.66666666666667,0.166666666666667
96.1784148123115,131.816909322515,5,1.05297353003775e-05,1.56666666666667,0.142857142857143
4.54008658416569,55.3857776336372,1,0,0,0.00013080444735121
106.841601710767,53.51407462731,5,0.00205257826489806,305.392857142857,0.000205592105263158
122.265699924901,191.584189701825,4,0.00142823537318952,212.500000000002,0.000109445113275692
82.5386056676507,185.251084342599,4,0.000204993782975434,30.5,0.0151515151515152
160.019358852878,118.93255491741,2,0.00639177336425043,951,0.000148170099273967
143.906180560589,50.0897392630577,5,0.00733272843364589,1091,0.000169721656483367
38.9023749157786,153.761387243867,2,0,0,0.05
34.9244158249348,22.2777294926345,3,0.000120979937493699,18,0.0114942528735632
33.4411263465881,188.856017030776,5,1.00816614578082e-05,1.5,0.0140845070422535
41.9239913579077,118.690601969138,4,0.0346526867627785,5155.8,0.000125093820365274
1.9809840247035,91.7295126244426,1,0,0,0.000125628140703518
193.210094654933,133.998867776245,5,6.04899687468495e-06,0.9,0.05
67.6080183591694,66.293144132942,2,0.00214403333669389,319,0.000115260488704472
172.628672141582,9.06565352343023,3,0.000584736364552878,87,0.0043859649122807
12.147489702329,138.807513611391,1,0,0,0.1
63.4132330771536,94.6757749188691,4,0.000771807193825543,114.833333333333,0.000129382843834907
153.28549076803,45.4105328768492,7,0.00201431595927008,299.699999999999,0.000161472630389149
23.1619820464402,7.45793702080846,4,0.00040326645831233,60,0.0142857142857143
64.8822103161365,36.1992149148136,9,0.0207948926623721,3093.96810477104,0.000198176773682124
0.37803971208632,112.365233106539,5,2.01633229156165e-05,3,0.142857142857143
108.402517903596,90.9536642022431,5,0.0109002923681822,1621.79999999999,0.000215889464594128
164.914631750435,83.7732233572751,7,0.00363269755702264,540.490906021614,0.000163212012404113
39.7811313159764,193.685239180923,6,0.000292368182276439,43.5,0.0169491525423729
114.360386412591,57.5806363485754,2,0,0,0.000199401794616152
97.8497550357133,37.498316867277,5,0.169209725762806,25175.8690476191,0.000216216216216216
129.310914780945,28.6454956512898,6,0.000471597719304141,70.1666666666667,0.00806451612903226
103.661352023482,109.565004520118,6,0.00627815792247692,934.095726495728,0.000189429816253078
113.772561401129,87.3800926376134,8,0.140852012411645,20956.6666666667,0.00022212350066637
195.382667193189,56.0563608072698,2,0,0,0.25
93.7541239429265,29.7557760495692,4,0.171055661973093,25450.5166666667,0.000214132762312634
122.293514432386,124.684069864452,3,0,0,0.000184877056757256
172.280608350411,187.445990229025,6,0.000218331220804193,32.4844106873518,0.00584795321637427
197.017071023583,21.5367793571204,2,0.000155929697214101,23.2,0.0238095238095238
134.158355928957,150.915414700285,3,0.0254057868736768,3780,0.000152183838076396
187.578526558354,15.4906937386841,4,0.000192447715383495,28.6333333333333,0.0232558139534884
154.536625137553,192.582756234333,5,0.0028363074234634,422.000000000001,0.000113288773082588
39.787223469466,156.176904309541,2,0,0,0.05
100.176940811798,132.034642342478,5,1.05297353003775e-05,1.56666666666667,0.142857142857143
32.431727880612,91.6759458836168,7,0.00921599502908103,1371.20182040182,0.000148676776687481
155.551309650764,157.359545258805,5,0.00022851765971032,34,0.00483091787439614
21.4869609568268,35.2984651457518,3,0.0147259468360386,2191,0.000156421085562334
126.779206935316,199.313088133931,5,0.00671102597708105,998.500000000004,0.000113340133741358
161.211697990075,130.057754926383,2,0.00214403333669389,319,0.000135482996883891
56.7084548529238,169.756284914911,2,0.000134422152770777,20,0.0111111111111111
128.140819817781,3.61195793375373,3,0,0,0.00581395348837209
9.68691566959023,148.854839615524,4,4.48073842569255e-06,0.666666666666667,0.166666666666667
158.11552866362,29.647498531267,1,0,0,0.00588235294117647
1.28032248467207,192.784102680162,5,0,0,0.0833333333333333
