"group","x","y","mdegree","betweennesssT","betweennesss","closeness"
"Tho",101.392086673396,106.233225646818,13,2.16362738254157e-05,3.53333333333333,0.0588235294117647
"Tho",102.770782259544,102.678294248659,11,2.29630264656534e-06,0.375,0.0526315789473684
"Tho",103.649295098184,106.332123142669,11,2.29630264656534e-06,0.375,0.0526315789473684
"Tho",100.962671142714,103.431555583802,2,0,0,0.5
"Tho",5.77308605462453,170.668739907173,2,0,0,0.5
"Tho",5.21001637066093,171.465220940261,9,0,0,0.0106382978723404
"Tho",5.04575683967166,174.460834770861,9,0,0,0.0106382978723404
"Tho",6.5289367550228,172.102996212958,12,0.0012124477973865,198,0.0138888888888889
"Tho",5.88691593869961,172.353288033326,1,0,0,1
"Tho",3.78719427099206,171.119842581254,9,0,0,0.0106382978723404
"Tho",6.84724249248103,172.128775091351,9,0,0,0.0106382978723404
"Tho",7.32137447498493,170.512071245739,9,0,0,0.0106382978723404
"Tho",5.07958470212319,172.301595482207,9,0,0,0.0106382978723404
"Tho",112.344291003337,1.85598818192049,9,0,0,0.0106382978723404
"Tho",115.798888545125,3.73050257421029,7,0.000275744528252091,45.0307359307359,0.00584795321637427
"Tho",113.691113442394,4.00409970502148,7,0.000227055401390698,37.0795093795094,0.00595238095238095
"Tho",18.2996678887173,120.00807177222,16,1.22469474483485e-05,2,0.0625
"Tho",19.2835084781374,121.496694784629,8,0,0,0.0416666666666667
"Tho",19.1170768069343,118.522964777309,9,7.65434215521781e-07,0.125,0.0434782608695652
"Tho",19.5275266140407,120.239387545347,9,3.06173686208712e-06,0.5,0.0149253731343284
"Tho",181.237719436315,54.032546628884,6,0,0,0.0142857142857143
"Tho",181.956514645623,51.1398765010474,1,0,0,0.0714285714285714
"Tho",182.19739122043,49.4168555070641,6,3.67408423450455e-05,6,0.125
"Tho",185.722125237037,51.8016408658585,1,0,0,1
"Tho",156.859802945735,17.5631022928256,16,3.48444122373024e-06,0.569030158482491,0.0256410256410256
"Tho",159.96660799536,17.1736838136422,20,9.35564798300092e-06,1.52783344951195,0.0285714285714286
"Tho",157.960442609816,17.7304037281175,4,1.42881053564066e-05,2.33333333333333,0.00869565217391304
"Tho",13.1950268822272,152.557567345687,3,0,0,0.00847457627118644
"Tho",11.6822544127815,150.299042815638,2,0,0,0.5
"Tho",15.4683171405469,152.309053403932,2,0,0,0.5
"Tho",75.4556696821394,7.47999308482708,8,0.000717022986566053,117.094155844156,0.00719424460431655
"Tho",73.3553774344283,6.56743554328184,8,0.00043831524487471,71.5795093795094,0.00606060606060606
"Tho",9.25374468315824,153.748265399608,3,0,0,0.0138888888888889
"Tho",9.76231558913994,152.884213296464,14,1.17511357147378e-05,1.91903096903097,0.02
"Tho",9.54311284290377,151.162863302419,15,0.000177968109158957,29.0632600343127,0.0232558139534884
"Tho",9.18251578366015,150.813647235065,14,0.000107828586074462,17.6090550774761,0.0227272727272727
"Tho",12.6893994096634,154.127055502386,18,0.000745305865569278,121.712919682657,0.024390243902439
"Tho",64.2231035549776,72.6702284729556,13,6.06456662314345e-05,9.90380116959064,0.0217391304347826
"Tho",61.7839237281657,70.0223235646985,14,1.17511357147378e-05,1.91903096903097,0.02
"Tho",134.027227983261,154.444393668129,7,0,0,0.142857142857143
"Tho",136.079343336492,155.978670128101,7,0,0,0.142857142857143
"Tho",136.539945010122,154.555438427137,7,0,0,0.142857142857143
"Tho",189.343390006509,75.9587663415717,7,0.000160741185259574,26.25,0.0128205128205128
"Tho",187.948352069324,72.7671461093071,7,0.0012124477973865,198,0.0153846153846154
"Tho",93.6561090327556,161.305058280206,6,0,0,0.0120481927710843
"Tho",94.8364055325931,164.830368239847,7,0.000160741185259574,26.25,0.0128205128205128
"Tho",23.8111409574155,0.127411518252292,6,0,0,0.0120481927710843
"Tho",24.3428723869889,0.658520818419592,7,0.000160741185259574,26.25,0.0128205128205128
"Tho",111.06416371072,101.78810005456,9,0.000722569899452562,118,0.0151515151515152
"Tho",109.657328921119,100.101847972065,7,0.000391902318347152,64,0.0135135135135135
"Tho",110.617099634127,102.929195839623,9,0.000722569899452562,118,0.0151515151515152
"Tho",36.0616291897161,167.148635414699,6,0,0,0.0123456790123457
"Tho",35.3671950443853,168.955831599877,6,0,0,0.0123456790123457
"Tho",36.6675812626141,168.574960205623,6,0,0,0.0123456790123457
"Tho",181.255831300127,109.362035625224,6,0,0,0.0123456790123457
"Tho",181.940355948141,108.652398057036,6,0,0,0.0123456790123457
"Tho",182.74710001481,110.165072116075,6,0,0,0.0123456790123457
"Tho",58.8646753185787,66.1129860741141,6,0,0,0.0123456790123457
"Tho",62.0412695482915,68.0279456353293,8,0,0,0.00740740740740741
"Tho",25.7990487349905,72.3129881239329,12,2.61924298701882e-05,4.27738095238095,0.00934579439252336
"Tho",184.386443404518,85.7344572855758,10,1.99012896035663e-05,3.25,0.00917431192660551
"Tho",183.124537643412,85.557383432764,10,0,0,0.1
"Tho",183.093657597844,86.7816713546083,16,0.00174527019973605,285.013095238095,0.0120481927710843
"Tho",180.206173512182,85.7089427543902,13,3.66023352012844e-05,5.97738095238095,0.00943396226415094
"Tho",182.288901675293,87.8122210089697,13,3.66023352012844e-05,5.97738095238095,0.00943396226415094
"Tho",185.042715080426,85.6828569939729,13,8.80249347850049e-05,14.375,0.00970873786407767
"Tho",28.6555181381514,187.686367142079,5,0,0,0.0555555555555556
"Tho",29.543055691975,187.491035249369,5,0,0,0.0555555555555556
"Tho",29.3167539387143,186.59995342554,2,0,0,0.0277777777777778
"Tho",185.83801496216,159.292850950114,7,0.0013299018552959,217.180952380952,0.0116279069767442
"Tho",183.452453324975,160.910479246275,7,0.000177755694393173,29.0285714285714,0.0108695652173913
"Tho",184.446412643343,159.240853644017,5,0,0,0.00943396226415094
"Tho",184.394612896843,157.800403157467,4,3.87820002531036e-05,6.33333333333333,0.00862068965517241
"Tho",184.552624258675,160.352694710414,4,3.87820002531036e-05,6.33333333333333,0.00862068965517241
"Tho",184.383220531346,159.095158971167,3,0,0,0.00709219858156028
"Tho",183.434676647318,158.532397020771,6,8.57286321384395e-05,14,0.0119047619047619
"Tho",23.1812705749831,149.870809311768,5,0.000514371792830637,84,0.0105263157894737
"Tho",22.3998047523443,147.230525605478,6,8.57286321384395e-05,14,0.0119047619047619
"Tho",22.643842941273,149.275004247994,3,0.000355161476002106,58,0.00826446280991736
"Tho",21.7010698766333,52.6722922037837,2,0,0,0.00666666666666667
"Tho",24.9973641721836,54.9182155641416,9,9.50251786105949e-05,15.5181818181818,0.0158730158730159
"Tho",23.9811842978579,51.3888540228607,8,4.92661295081292e-05,8.04545454545455,0.015625
"Tho",17.921987141765,88.0560402421511,9,9.50251786105949e-05,15.5181818181818,0.0158730158730159
"Tho",15.9192354492783,90.7479623691894,9,9.50251786105949e-05,15.5181818181818,0.0158730158730159
"Tho",16.157662259419,92.830009398309,6,0,0,0.125
"Tho",18.3280549155743,90.2718375944326,6,0,0,0.125
"Tho",103.372000360091,54.4716556088989,6,0,0,0.125
"Tho",56.8060653402454,141.44829068204,7,8.16463163223233e-06,1.33333333333333,0.142857142857143
"Tho",60.3964195036909,139.91248007394,7,8.16463163223233e-06,1.33333333333333,0.142857142857143
"Tho",58.0617190333196,140.703895103365,7,8.16463163223233e-06,1.33333333333333,0.142857142857143
"Tho",0.829116588402501,169.0761074109,3,0,0,0.0714285714285714
"Tho",2.71158135491992,167.860397969682,3,0,0,0.0714285714285714
"Tho",58.9442417985958,130.990402032389,3,0,0,0.0714285714285714
"Tho",61.1306404682809,132.543160039472,8,0.000661335162210819,108,0.0158730158730159
"Tho",61.4816779747028,132.751719899322,6,0,0,0.0123456790123457
"Tho",60.0958908787689,131.774947226376,3,0,0,0.333333333333333
"Tho",149.37075418095,81.7365723850541,3,0,0,0.333333333333333
"Tho",148.805397442844,81.3001882266493,3,0,0,0.333333333333333
"Tho",2.82622114118214,194.185658717267,2,0,0,0.5
"Tho",111.690777915043,44.5859378807958,2,0,0,0.5
"Tho",53.3194140587473,122.763722690677,3,0,0,0.333333333333333
"Tho",54.749658974907,124.346126102152,3,0,0,0.333333333333333
"Tho",52.993712819445,121.385905249,3,0,0,0.333333333333333
"Tho",54.9974431187342,122.442077436528,5,0,0,0.111111111111111
"Tho",37.6387857446112,153.435472468456,6,6.12347372417425e-06,1,0.125
"Tho",37.817159583005,155.148119862451,5,0,0,0.111111111111111
"Tho",39.5073231296511,155.687921524922,7,0,0,0.142857142857143
"Tho",37.7370776450822,155.700299187472,7,0,0,0.142857142857143
"Tho",24.5357725011819,140.428818541909,7,0,0,0.142857142857143
"Tho",23.0191911229476,138.074640237991,7,0,0,0.142857142857143
"Tho",23.5091834553775,140.246650229688,6,0,0,0.166666666666667
"Tho",23.3309140996419,140.051031938016,5,0,0,0.0555555555555556
"Tho",63.7809691680587,19.1028559539238,5,0,0,0.0555555555555556
"Tho",27.9536976202699,130.419180769102,7,6.12347372417425e-05,10,0.0769230769230769
"Tho",28.0961655034954,128.668264132235,7,6.12347372417425e-05,10,0.0769230769230769
"Tho",28.3544808556474,127.33836784765,15,0.000113433180682781,18.5243190045822,0.0185185185185185
"Tho",23.5316499514289,60.3108487216292,16,6.59747428003598e-05,10.7740713477556,0.0208333333333333
"Tho",20.8973160669004,59.0629799400389,14,8.44203385912299e-05,13.7863478139794,0.0181818181818182
"Tho",19.0099386303732,59.9166964468824,16,6.59747428003598e-05,10.7740713477556,0.0208333333333333
"Tho",20.3789457024252,60.7049566502728,16,6.59747428003598e-05,10.7740713477556,0.0208333333333333
"Tho",85.6969898746903,66.7172654018708,4,0,0,0.25
"Tho",84.760284248508,71.0906951734218,4,0,0,0.25
"Tho",85.4817592304651,70.8960497995961,4,0,0,0.25
"Tho",87.9752977478958,68.7694794175266,4,0,0,0.25
"Tho",88.2733606918698,70.0515569261015,8,0,0,0.125
"Tho",87.1146504198339,70.3951374750268,5,1.53086843104356e-06,0.25,0.142857142857143
"Tho",143.301315944101,108.512370305394,5,1.53086843104356e-06,0.25,0.142857142857143
"Tho",146.41047576346,107.794616416317,4,0,0,0.125
"Tho",143.918389590025,108.706641827419,4,0,0,0.00568181818181818
"Tho",145.134363056077,106.203836473902,6,2.4493894896697e-06,0.4,0.125
"Tho",16.2824171475212,86.9341007654729,5,0,0,0.1
"Tho",15.7526296928872,88.5633882361974,6,2.4493894896697e-06,0.4,0.125
"Tho",195.052826304534,194.215980784235,6,2.4493894896697e-06,0.4,0.125
"Tho",195.81568108339,195.208560378988,6,2.4493894896697e-06,0.4,0.125
"Tho",193.792062807015,194.71722083881,8,0,0,0.125
"Tho",21.4759514013983,88.405342758036,8,0,0,0.125
"Tho",41.9339447764351,34.2255529849597,8,0,0,0.125
"Tho",41.0079632415722,34.3591089855391,8,0,0,0.125
"Tho",38.0811677555623,34.2016559384431,8,0,0,0.125
"Tho",193.271757196167,108.229890203716,8,0,0,0.125
"Tho",194.073357417989,112.972352513564,2,0,0,0.5
"Tho",193.187393905496,109.140711004792,2,0,0,0.5
"Tho",194.594618333266,113.641771383202,3,0,0,0.333333333333333
"Tho",54.4621738394261,156.271376653725,3,0,0,0.333333333333333
"Tho",54.8596821306245,156.778240102641,3,0,0,0.333333333333333
"Tho",53.197350434305,153.139691095765,7,1.70900584847409e-05,2.79090909090909,0.0153846153846154
"Tho",52.8650189206388,153.911560772395,9,0.000335677695970643,54.8181818181818,0.0192307692307692
