"r","obs","mmean","lo","hi"
0,0,0,0,0
0.09765625,0,0.0393871393404206,0,0.428852448025597
0.1953125,0,0.145340874818535,0,0.527963496269244
0.29296875,0,0.242555513976851,0,0.605301020493792
0.390625,0.606795798235506,0.367998749487164,0,0.693838894157906
0.48828125,0.606795798235506,0.488112839441381,0,0.765651957913857
0.5859375,0.606795798235506,0.59581752097574,0,0.897806502484705
0.68359375,0.606795798235506,0.69262699808421,0.260959878176276,0.987729257881406
0.78125,0.606795798235506,0.79344113887784,0.36905299895212,1.05865273881079
0.87890625,0.606795798235506,0.889109752962407,0.583524027002216,1.20401545792359
0.9765625,0.700667434908806,0.971944211952129,0.649845626881542,1.2838050185195
1.07421875,0.78337000703825,1.07423187685448,0.750377095223519,1.40633793616294
1.171875,0.85813884745566,1.16385760342199,0.782917322801061,1.45245957490634
1.26953125,0.990893389161201,1.26210093374489,0.96693494393528,1.52934422504489
1.3671875,0.990893389161201,1.36410824074232,1.06702554841176,1.61596930613552
1.46484375,1.1078524883098,1.46783613844137,1.16768369986383,1.71966498709941
1.5625,1.16192549220664,1.56690879046553,1.28356715615933,1.82646364890002
1.66015625,1.16192549220664,1.67261335510941,1.38982159495895,1.94800180138489
1.7578125,1.31082874174924,1.7678560911011,1.4498412736159,2.01310071396627
1.85546875,1.4611727357602,1.86374126883716,1.52620026727648,2.16629730212286
1.953125,1.53154236026102,1.96176244009515,1.65135412490943,2.25789768048075
2.05078125,1.57110016067064,2.06599253887448,1.7529863780111,2.3888973449766
2.1484375,1.60968612730704,2.16207621533867,1.84269673801024,2.4978927199717
2.24609375,1.68420807966699,2.26412766672759,1.92509686629569,2.55258825124866
2.34375,1.79018378843398,2.36240605272768,2.00311699902738,2.65982352090648
2.44140625,1.82414136238321,2.45704253234678,2.15068297201946,2.73754746730666
2.5390625,2.01591021413896,2.55337890867499,2.25459877589296,2.82881744145909
2.63671875,2.10525417283188,2.65171318340879,2.28730861090139,2.91631082256347
2.734375,2.13420449952939,2.74911788126895,2.41371929736787,2.98123017811155
2.83203125,2.16276733824905,2.8433776534303,2.47450417841176,3.09294524907952
2.9296875,2.24627774332409,2.94090597321383,2.57743061465035,3.17197174581686
3.02734375,2.30026762080502,3.04030657695505,2.64850168518937,3.32579743121194
3.125,2.42999993729447,3.13783240983811,2.74792272784551,3.37897761587256
3.22265625,2.50461590588405,3.23600108069799,2.88804276592179,3.47907739405792
3.3203125,2.6706248016345,3.33372365078097,2.96878459378098,3.57486977001178
3.41796875,2.71619297147242,3.42937833054091,3.10393395225261,3.71904281324576
