"r","obs","mmean","lo","hi"
0,Inf,NA,NA,NA
0.09765625,1.89101014858281,1.75982318154747,0.388274351437919,3.47789172839339
0.1953125,1.09453168732522,1.03882003522175,0.303562535681609,1.96036266701897
0.29296875,0.825683132584766,0.807116635836066,0.288812920618066,1.44690004424771
0.390625,0.707409889125423,0.696490515854808,0.29754048523348,1.18240277500164
0.48828125,0.66110091391544,0.635274399638995,0.288926188099522,1.02649540710587
0.5859375,0.633710781934924,0.598266898809357,0.291521842156233,0.95741023586744
0.68359375,0.610341105881558,0.574956230380332,0.300328623714244,0.910312688281249
0.78125,0.591803191974117,0.560537100193403,0.298486300912639,0.873252507122907
0.87890625,0.577765168855022,0.552104364381306,0.300541682714314,0.855033431172607
0.9765625,0.571299299190358,0.547416026104091,0.304050303061414,0.841724759053319
1.07421875,0.568820586665792,0.544606336077125,0.307505201526628,0.824754257770977
1.171875,0.574022545867778,0.543307904720128,0.311882999095056,0.803511598333098
1.26953125,0.583547495387016,0.542938975181716,0.319362792883609,0.782651812290514
1.3671875,0.589508107780811,0.54269057564907,0.329641561455789,0.779393190185936
1.46484375,0.588812173725728,0.542574848766415,0.340372584856336,0.773527324536948
1.5625,0.585876984506708,0.542821809256793,0.346738924542426,0.769068962666216
1.66015625,0.58432834346798,0.543449676819598,0.353559896072079,0.760694407536339
1.7578125,0.584641531839085,0.544078050598721,0.363018917741983,0.750445104780722
1.85546875,0.592004008615292,0.544524161149749,0.371738736687752,0.742787847689011
1.953125,0.604625076405688,0.544564220553355,0.361164088283751,0.73523503571428
2.05078125,0.61540537814201,0.544806714950813,0.342745944232573,0.725193078457207
2.1484375,0.624046071038172,0.545117100484068,0.324879740061619,0.712606840826209
2.24609375,0.631350820551044,0.545084324399845,0.31092200965115,0.705338438667737
2.34375,0.635172673728254,0.545020888214546,0.302129959466921,0.696145993761349
2.44140625,0.637215896419113,0.544694391873898,0.301181433328621,0.687722459316215
2.5390625,0.635206989508538,0.544026204749252,0.304385887147413,0.68016234499409
2.63671875,0.635202661171535,0.544602389547218,0.314030500112926,0.678533613840681
2.734375,0.634508571756938,0.549890905804573,0.329075192618862,0.691697915411557
2.83203125,0.636842789863493,0.559642911030294,0.350833882567546,0.706328026885584
2.9296875,0.640920077589074,0.573380625725549,0.376685645223318,0.722547745433037
3.02734375,0.643130290730281,0.590534489357656,0.405607325148184,0.739850055433877
3.125,0.642879489005221,0.609819043822957,0.435856393759894,0.756903347024608
3.22265625,0.644329181194592,0.630784426565351,0.454427243059423,0.774572615787463
3.3203125,0.649787398770861,0.653199521692545,0.475049873994309,0.802610504957891
3.41796875,0.655993176345044,0.676864990174719,0.501019555427875,0.835028538262687
3.515625,0.660742495083353,0.701093786128569,0.530439649651404,0.865844823547404
3.61328125,0.667904398931152,0.725918116613699,0.560660860104328,0.89811577457402
3.7109375,0.682719672438009,0.751314577893632,0.588252978948556,0.929881734432643
3.80859375,0.700856379781688,0.777086004871302,0.612406532753467,0.960348766440625
3.90625,0.71954330414255,0.802543724984809,0.63575359110569,0.986557664186982
4.00390625,0.743372802806727,0.827530048683075,0.661946641118366,1.00957511549495
4.1015625,0.771448311852676,0.85174937994412,0.687986197937043,1.02992152237233
4.19921875,0.801816637705432,0.874908851976043,0.713374215351447,1.04811806677853
4.296875,0.828947957286406,0.896753029168873,0.7403158680804,1.06678489818709
4.39453125,0.854810329557869,0.91767508331865,0.759445301213057,1.08699163224461
4.4921875,0.876493740385456,0.937366484057964,0.77642307989468,1.10480930752887
4.58984375,0.900098487410837,0.95530867825947,0.791654606122882,1.11626473964123
4.6875,0.926708761015855,0.9713577073772,0.810872269069258,1.12860992085154
4.78515625,0.950986805069153,0.98518006352999,0.824894635768336,1.14062466862581
4.8828125,0.970643724299906,0.99705510933377,0.838514327017379,1.16450299831432
4.98046875,0.992219583524819,1.00726481571757,0.854410948629288,1.18657646362069
5.078125,1.01163465421258,1.01559759965911,0.867090087243926,1.20467196367473
5.17578125,1.02815503958958,1.02145588724609,0.870864756266854,1.22045278829319
5.2734375,1.03935537914192,1.02515337120781,0.871047847866935,1.23102571465777
5.37109375,1.04773096873384,1.02635086698851,0.868806645194505,1.23404302617586
5.46875,1.05452237949218,1.02558427887809,0.866231760028074,1.23089419753938
5.56640625,1.05747624425895,1.02444103970213,0.86068939916506,1.2250731565167
5.6640625,1.06253036608643,1.02327278864998,0.853900914093794,1.21530589742743
5.76171875,1.07027748758499,1.02183441628733,0.850280424447311,1.2030611845888
5.859375,1.07617163465712,1.02018855748948,0.848522003346407,1.18988836091243
5.95703125,1.07625687613182,1.01831168654371,0.851452036607061,1.17844333848158
6.0546875,1.07350658448107,1.01640636121744,0.850976583857543,1.16346806277871
6.15234375,1.07136786176166,1.01480002931451,0.841479615606449,1.14483664251649
6.25,1.06869656387426,1.01329827353506,0.833582575973943,1.15000768146921
6.34765625,1.06045897396719,1.01154961212425,0.830486543690386,1.15193387330455
6.4453125,1.0501964674923,1.0098440691705,0.833720863176987,1.15273623914649
6.54296875,1.04015751362266,1.00846148773461,0.840937216501093,1.15750321038922
6.640625,1.03021619236938,1.00738396687418,0.84266092146264,1.16462148506311
6.73828125,1.01855344242307,1.00663733322451,0.832233348172723,1.170720790574
6.8359375,1.00888421328585,1.00635127594179,0.825130408347698,1.17723224591102
6.93359375,1.00163945043119,1.00593820997567,0.819580461216008,1.18007668232386
7.03125,0.994744966222622,1.00528355292611,0.819126117693962,1.1822526622622
7.12890625,0.986692372659373,1.0048321008371,0.824613884406555,1.18111035962252
7.2265625,0.97864521508109,1.00440279944915,0.834932770856044,1.17719242962481
7.32421875,0.970330793502459,1.00412638667553,0.851424867855824,1.17000271287744
7.421875,0.961981190800991,1.00381798470401,0.866876186059604,1.16041137477323
7.51953125,0.95584391658505,1.00339690047935,0.859621842390833,1.14874807760133
7.6171875,0.948780505298314,1.00276208460237,0.855971762457755,1.13785582445743
7.71484375,0.94103627658294,1.00199738662404,0.852823328729248,1.12663251789322
7.8125,0.935335087365712,1.00147429952033,0.851205735121373,1.12031508106705
7.91015625,0.93299421003197,1.00123720929288,0.853377065161052,1.11411664477363
8.0078125,0.929878635131874,1.00130620086852,0.856652359017007,1.10799255937921
8.10546875,0.924206185301985,1.00168342321124,0.857801604343962,1.10356730657326
8.203125,0.919846016110104,1.00233218793504,0.85832618742756,1.09798954748173
8.30078125,0.916961145538594,1.00298994472203,0.863150027985448,1.09788017311624
8.3984375,0.917206750999919,1.00328629423276,0.867502305881237,1.10174305596158
8.49609375,0.922082881427871,1.00385344211523,0.863997415620957,1.11021938984433
8.59375,0.927985018832818,1.00438081795955,0.857109320067529,1.11743886582804
8.69140625,0.935242880544936,1.00427443315822,0.850655294049355,1.12261934189953
8.7890625,0.94370634556956,1.00388504631537,0.852397028361964,1.12516541240387
8.88671875,0.956015325133961,1.00334385380381,0.857179605937037,1.1252367829384
8.984375,0.971533498663715,1.00300661303301,0.861602547478334,1.1244646401674
9.08203125,0.987338357199531,1.00281544835236,0.86677794426266,1.12870164085608
9.1796875,1.00105256804245,1.0025114097758,0.873371718176238,1.13427076725232
9.27734375,1.01322743819722,1.00200563550647,0.882180068266617,1.1379614809063
9.375,1.02208206588294,1.00159663182767,0.885476819169871,1.14179235974605
9.47265625,1.03070230991591,1.0013097984262,0.87613735376399,1.14271207409505
9.5703125,1.03492330069454,1.00135140254951,0.867398997299115,1.14091095597341
9.66796875,1.03737950126188,1.00154264162255,0.860613816842723,1.13806535138134
9.765625,1.03974298810312,1.00162112861293,0.855198005453347,1.13349898640686
9.86328125,1.03996946266207,1.00161961330811,0.851590444376406,1.12705838906597
