"func","group","r","obs","mmean","lo","hi"
"L","Mat",38.28125,38.2961838817271,38.948064673218,37.5580764383208,40.231609727019
"L","Mat",38.37890625,38.3915359017184,39.0420502186252,37.6576798018306,40.3250970369048
"L","Mat",38.4765625,38.4814394263532,39.1360276115593,37.7364169622426,40.426545056393
"L","Mat",38.57421875,38.6187826404494,39.2328711295572,37.8148160338318,40.5176735988933
"L","Mat",38.671875,38.7070162544165,39.3275910198004,37.8999921718764,40.6296479700039
"L","Mat",38.76953125,38.7987051730506,39.422919952862,37.9854739086359,40.7285118547632
"L","Mat",38.8671875,38.9059760496324,39.5170130284036,38.0997431279362,40.8000882338018
"L","Mat",38.96484375,39.0249669751031,39.6133100349788,38.2119203459769,40.8849504581096
"L","Mat",39.0625,39.1153019396214,39.7068528478486,38.3190155037838,40.9671728018842
"L","Mat",39.16015625,39.2165107545103,39.8020918840848,38.4171806179618,41.0596094446174
"L","Mat",39.2578125,39.3050404396944,39.8997552791613,38.5179895150506,41.1370426921446
"L","Mat",39.35546875,39.3998147003043,39.9968351516315,38.6039303726866,41.2178477467615
"L","Mat",39.453125,39.5229424044779,40.09111859656,38.6919543442736,41.31438062068
"L","Mat",39.55078125,39.6149472812625,40.186676300415,38.803708862526,41.3997217693236
"L","Mat",39.6484375,39.7410217926308,40.2807977019557,38.8976988438535,41.4881491812619
"L","Mat",39.74609375,39.8380530178512,40.3774080972217,39.0050253329772,41.5821851072422
"L","Mat",39.84375,39.9379734773931,40.4735691455343,39.1083510176905,41.6794816976898
"L","Mat",39.94140625,40.0141204073065,40.5692898314958,39.1913305858244,41.7625996332982
"L","Mat",40.0390625,40.1260429961921,40.6650124827576,39.2746928335055,41.8800573509633
"L","Mat",40.13671875,40.239910834916,40.7598786526814,39.3680605516675,41.9805975691729
"L","Mat",40.234375,40.317620693333,40.8541342779453,39.4576551620601,42.084604746706
"L","Mat",40.33203125,40.4133957204607,40.9501906522211,39.5552319116003,42.1975588302601
"L","Mat",40.4296875,40.5209881271679,41.0452689772562,39.6436973523981,42.2998734790891
"L","Mat",40.52734375,40.6246318231676,41.141004375957,39.7241362159936,42.4185885147097
"L","Mat",40.625,40.7267177989985,41.2364226361284,39.8344970937641,42.5230767295123
"L","Mat",40.72265625,40.8344449757164,41.3303510169526,39.9254809002559,42.6269530275688
"L","Mat",40.8203125,40.9226470806305,41.4252754699549,40.0258114977856,42.7023997999802
"L","Mat",40.91796875,41.0191575143129,41.5215695846005,40.1326891120161,42.7780187117021
"L","Mat",41.015625,41.1420384255396,41.6170024014382,40.2340900840766,42.8875282684382
"L","Mat",41.11328125,41.230367411326,41.7116561465922,40.342397272829,42.9869686570101
"L","Mat",41.2109375,41.3417847146325,41.8076404793802,40.4488906338984,43.0762877344869
"L","Mat",41.30859375,41.4514446131408,41.9037761125887,40.5800399513212,43.1639588373088
"L","Mat",41.40625,41.5458785399914,42.0012109048043,40.6617758429588,43.2767065866648
"L","Mat",41.50390625,41.6452695403558,42.0960610292288,40.7589303450263,43.3792511466861
"L","Mat",41.6015625,41.7517304445449,42.1921580775557,40.8652137813814,43.4798406554767
"L","Mat",41.69921875,41.8431485781095,42.2891961114675,40.9690685874753,43.5898360821765
"L","Mat",41.796875,41.931553708862,42.3838177403758,41.0864921868496,43.6818897196688
"L","Mat",41.89453125,42.0336422281559,42.4796144647629,41.1848579101059,43.7841868073004
"L","Mat",41.9921875,42.1558792133099,42.5740962691834,41.2657162234787,43.8762792859585
"L","Mat",42.08984375,42.2450581026803,42.6686243842374,41.3758665176169,43.9770488107588
"L","Mat",42.1875,42.3489330473752,42.7648172099875,41.4645997408168,44.0694825365434
"L","Mat",42.28515625,42.4668363150597,42.8600515398808,41.5822921681112,44.1723356364976
"L","Mat",42.3828125,42.5684676701976,42.9565600350924,41.6601939743778,44.2635341484157
"L","Mat",42.48046875,42.6721286503174,43.053224932153,41.7682428218607,44.368676727863
"L","Mat",42.578125,42.7792729579515,43.148339050592,41.8799419783404,44.4462263022898
"L","Mat",42.67578125,42.8694909225186,43.2436526250777,41.9912269041009,44.5237678186188
"L","Mat",42.7734375,42.9410851087005,43.3411772037498,42.1096986967616,44.6073847494198
"L","Mat",42.87109375,43.0170691629276,43.4376134396553,42.2082728914308,44.7005565146487
"L","Mat",42.96875,43.138394723442,43.5319784746588,42.2904065396832,44.7939128494761
"L","Mat",43.06640625,43.2397603916817,43.6279062140812,42.387537383947,44.8866196213342
"L","Mat",43.1640625,43.3561281047575,43.7239689055795,42.4861557731831,44.9707996476757
"L","Mat",43.26171875,43.4193678123438,43.8205817840186,42.6017715926834,45.0801466016419
"L","Mat",43.359375,43.5413013750031,43.9165602395052,42.7022522400615,45.1805604310303
"L","Mat",43.45703125,43.6233635100399,44.0140818874547,42.8090005315278,45.2953044624579
"L","Mat",43.5546875,43.7337202174587,44.1097088566508,42.9170432585093,45.3886434799667
"L","Mat",43.65234375,43.8330123516224,44.205381016906,43.0450454255449,45.4809097201034
"L","Mat",43.75,43.9258402539093,44.3031050068204,43.155507908208,45.5865226673786
"L","Mat",43.84765625,44.0180036084777,44.3995642140241,43.2552421913811,45.6701368446107
"L","Mat",43.9453125,44.1245919312368,44.4952783099506,43.352603487766,45.7649208014538
"L","Mat",44.04296875,44.2037078553047,44.5916265349914,43.4537132175377,45.8646317563909
"L","Mat",44.140625,44.3075165913806,44.6899383287581,43.564134923658,45.9744489403534
"L","Mat",44.23828125,44.402993803798,44.7865801421252,43.680654078841,46.0883265410823
"L","Mat",44.3359375,44.5038611170181,44.8847097671436,43.7924029976653,46.2016582934555
"L","Mat",44.43359375,44.5951380862855,44.9800682562537,43.9042730601678,46.2954130615789
"L","Mat",44.53125,44.6702521914344,45.0780665760117,43.9986027659244,46.3979744541525
"L","Mat",44.62890625,44.7664381268847,45.1745579465759,44.094140548379,46.5133494650447
"L","Mat",44.7265625,44.8828831414539,45.2717384791477,44.1938186744951,46.6113033239491
"L","Mat",44.82421875,45.0040482635477,45.3682786077936,44.2959544189564,46.7016343440091
"L","Mat",44.921875,45.1022368142925,45.4666440066624,44.3950957065657,46.8209172684322
"L","Mat",45.01953125,45.2144925029056,45.5616902207186,44.4834725615426,46.9143804630737
"L","Mat",45.1171875,45.2952646826599,45.6575475226323,44.5694471547199,47.0079966755342
"L","Mat",45.21484375,45.3961779400982,45.7523999491839,44.6496833573789,47.0997785135926
"L","Mat",45.3125,45.477936621605,45.8462263419136,44.7624732728536,47.2062233908077
"L","Mat",45.41015625,45.5963949869524,45.9421069694829,44.8598437965487,47.2936775300376
"L","Mat",45.5078125,45.6984315843094,46.0427801053013,44.944472046836,47.4272576877772
"L","Mat",45.60546875,45.8044932199276,46.1387981906215,45.0455354303025,47.5155374099255
"L","Mat",45.703125,45.8989290382476,46.2349305370582,45.1532763228163,47.6083525173
"L","Mat",45.80078125,46.0064170149694,46.3313054860405,45.2384866004067,47.698259492634
"L","Mat",45.8984375,46.1089366887089,46.4295520233296,45.3368911256871,47.8059851852488
"L","Mat",45.99609375,46.2116406790192,46.5255603604746,45.4329726098662,47.9033557994577
"L","Mat",46.09375,46.3076689751937,46.6222294384589,45.5242820437622,48.0031094698606
"L","Mat",46.19140625,46.401889965934,46.719003454671,45.6198848008326,48.1003426490012
"L","Mat",46.2890625,46.481198336208,46.8146231683823,45.7195546824858,48.1805567547689
"L","Mat",46.38671875,46.567678455127,46.9099227889721,45.8008715036453,48.2681364851701
"L","Mat",46.484375,46.6653651231216,47.006145590725,45.9031646792669,48.3584440259698
"L","Mat",46.58203125,46.7476690908091,47.1013663645217,45.9932137991501,48.4467395027563
"L","Mat",46.6796875,46.86174571145,47.1982733182432,46.1046202828687,48.5459204897006
"L","Mat",46.77734375,46.9616229112244,47.2952017136284,46.1827376909013,48.6274029200815
"L","Mat",46.875,47.0562579390329,47.3915072370082,46.2701134107426,48.739652844079
"L","Mat",46.97265625,47.151727189214,47.4871628553954,46.3527403697279,48.8343819460837
"L","Mat",47.0703125,47.2483961314192,47.5836695521569,46.4457703394964,48.9423008133559
"L","Mat",47.16796875,47.3490004310651,47.6812170845431,46.5594550149676,49.0319972481063
"L","Mat",47.265625,47.4781426175316,47.7773677761389,46.6540411075443,49.1294045498977
"L","Mat",47.36328125,47.5771255115026,47.8745303572107,46.7659691021926,49.2167476498647
"L","Mat",47.4609375,47.6730302246087,47.9732437580989,46.8560452172775,49.316355547768
"L","Mat",47.55859375,47.7548862741963,48.0705415064415,46.9571587881225,49.3980599776306
"L","Mat",47.65625,47.8527135460683,48.167385212364,47.0370555717929,49.4811235558235
"L","Mat",47.75390625,47.9400970852384,48.2650661973567,47.1417145106669,49.5820745347289
"L","Mat",47.8515625,48.0622773396244,48.3618226072608,47.2464355881994,49.6906995350174
"L","Mat",47.94921875,48.1719484471072,48.4585469952345,47.3352907747573,49.7867960653397
"L","Mat",48.046875,48.2592965002846,48.5533753980092,47.4441944559145,49.8854534805651
"L","Mat",48.14453125,48.3464998596115,48.6486582118442,47.5404202255047,49.9922718682275
"L","Mat",48.2421875,48.4529033769291,48.7465063741946,47.6468457265762,50.082370326178
"L","Mat",48.33984375,48.5546393088442,48.8426286288341,47.7385845700387,50.1880976640112
"L","Mat",48.4375,48.6430532308167,48.9382330022033,47.828197207875,50.2793269251687
"L","Mat",48.53515625,48.7201382363074,49.034582930801,47.9359534626835,50.378820482875
"L","Mat",48.6328125,48.8057086266261,49.1318200029158,48.0331660113082,50.4793501233869
"L","Mat",48.73046875,48.9134737885757,49.226980463497,48.1345362265169,50.5767078351564
"L","Mat",48.828125,49.0059047219238,49.3235162839445,48.2431935273458,50.6753765995709
"L","Mat",48.92578125,49.1147949218342,49.4186092144903,48.3375012260906,50.7760475899552
"L","Mat",49.0234375,49.2022700739817,49.5150844624428,48.4334339954631,50.8648500914919
"L","Mat",49.12109375,49.3233502365145,49.6113023795885,48.5173167790857,50.961983295911
"L","Mat",49.21875,49.4288488327901,49.70803135202,48.6312026889855,51.0472734130563
"L","Mat",49.31640625,49.5112918594765,49.8058342389131,48.7247537359493,51.1320485107993
"L","Mat",49.4140625,49.6149170873511,49.9032842814494,48.8124959160263,51.2248141863252
"L","Mat",49.51171875,49.6995713263476,50.000353465243,48.9085920678443,51.3327399566232
"L","Mat",49.609375,49.7840163095924,50.0982285159716,49.0074939020215,51.4287871927031
"L","Mat",49.70703125,49.8731373317026,50.1955080770855,49.0968177642288,51.5384144678053
"L","Mat",49.8046875,49.973229113909,50.292670619435,49.1954012507575,51.6494363895129
"L","Mat",49.90234375,50.0827451430389,50.3897831309158,49.2874475038452,51.7390139752928
"L","Mat",50,50.1729420396039,50.4881414412328,49.3938271504023,51.8440618826821
"L","Tho",0,0,0,0,0
"L","Tho",0.09765625,0,0.256208080198665,0,0.667586490841255
"L","Tho",0.1953125,0,0.631091355695422,0,0.913999873976825
"L","Tho",0.29296875,0,0.973237534177143,0.570475679584428,1.36814518073402
"L","Tho",0.390625,0.606795798235506,1.2943288803392,0.931582883766213,1.66227695678945
"L","Tho",0.48828125,0.606795798235506,1.63467865371354,1.30755980161185,2.00275947252377
"L","Tho",0.5859375,0.606795798235506,1.95996942055171,1.50930349449945,2.33769377955847
"L","Tho",0.68359375,0.606795798235506,2.27825811919425,1.83029933203973,2.65803821329665
"L","Tho",0.78125,0.606795798235506,2.59251987671837,2.18418872295379,3.05841845118635
"L","Tho",0.87890625,0.606795798235506,2.89352867792933,2.42366806938239,3.47075073022352
"L","Tho",0.9765625,0.700667434908806,3.20644114889038,2.7374963628945,3.74837775769022
"L","Tho",1.07421875,0.78337000703825,3.49420215270771,3.0583965637359,4.14688375445823
"L","Tho",1.171875,0.85813884745566,3.78156170023272,3.38191798922857,4.44638860755962
"L","Tho",1.26953125,0.990893389161201,4.05719861680685,3.60504760869905,4.74027400881611
"L","Tho",1.3671875,0.990893389161201,4.3304132499146,3.85674973714286,5.03873644126073
"L","Tho",1.46484375,1.1078524883098,4.60265366137672,4.12857332349779,5.36269680295165
"L","Tho",1.5625,1.16192549220664,4.85469285520692,4.36039057670846,5.61583021091703
"L","Tho",1.66015625,1.16192549220664,5.1059266272329,4.55453368489327,5.87879631414508
"L","Tho",1.7578125,1.31082874174924,5.33846144373738,4.77438537408249,6.06857416958022
"L","Tho",1.85546875,1.4611727357602,5.56809994153593,4.99460095465508,6.28097097023122
"L","Tho",1.953125,1.53154236026102,5.78628244939496,5.18510095095543,6.51315696139879
"L","Tho",2.05078125,1.57110016067064,5.99902566612734,5.40214973787119,6.7189624272375
"L","Tho",2.1484375,1.60968612730704,6.19767723980712,5.5813559028693,6.91276762900109
"L","Tho",2.24609375,1.68420807966699,6.39396305943223,5.77968428107248,7.07289928063067
"L","Tho",2.34375,1.79018378843398,6.58153166977116,6.01075744254491,7.31205331860618
"L","Tho",2.44140625,1.82414136238321,6.75848965811545,6.15935051876969,7.48940546929876
"L","Tho",2.5390625,2.01591021413896,6.93489215906888,6.33034434640495,7.66337436904895
"L","Tho",2.63671875,2.10525417283188,7.09488574602719,6.47398472463275,7.83542326852339
"L","Tho",2.734375,2.13420449952939,7.25343525612395,6.62307655486608,7.99701754015935
"L","Tho",2.83203125,2.16276733824905,7.40782168445651,6.74260913282988,8.18872298693179
"L","Tho",2.9296875,2.24627774332409,7.54968796395842,6.86335305950983,8.31676145655995
"L","Tho",3.02734375,2.30026762080502,7.68156213218496,6.96427710080911,8.45251394882305
"L","Tho",3.125,2.42999993729447,7.80808176363818,7.09256858013081,8.56827496345391
"L","Tho",3.22265625,2.50461590588405,7.93175579639254,7.18008754877849,8.70966419620295
"L","Tho",3.3203125,2.6706248016345,8.04354863901098,7.27957250269729,8.79711314938068
"L","Tho",3.41796875,2.71619297147242,8.15255850113857,7.36743913883842,8.90870590168604
"L","Tho",3.515625,2.80510946535387,8.25359713995818,7.48011881909328,8.97819381025017
"L","Tho",3.61328125,2.89129278471751,8.34915978409553,7.54081960862657,9.07293735975101
"L","Tho",3.7109375,2.9749804741042,8.44139491157385,7.64919171955537,9.15369296205488
"L","Tho",3.80859375,3.01595362173759,8.53209047893912,7.74728880826835,9.26328933363364
"L","Tho",3.90625,3.05637754141122,8.61794739978845,7.82562017718751,9.40729445213332
"L","Tho",4.00390625,3.15517230013989,8.69736271078989,7.90348228658708,9.48733679127571
"L","Tho",4.1015625,3.19383463421963,8.77724347993787,7.96626623101031,9.59780616960166
"L","Tho",4.19921875,3.32561508082923,8.85442157342501,8.01776496097015,9.70557843196161
"L","Tho",4.296875,3.41663346494264,8.92860296614677,8.09902692332886,9.79309209385959
"L","Tho",4.39453125,3.49440425700389,8.99990765095044,8.16995009216042,9.87230716228967
"L","Tho",4.4921875,3.58248087228796,9.06611830340553,8.21991704975695,9.92842927078119
"L","Tho",4.58984375,3.63350661772693,9.13209397823816,8.27489468093515,10.0267125532143
"L","Tho",4.6875,3.76238546905046,9.19667099204556,8.33382579577709,10.1031653817669
"L","Tho",4.78515625,3.85900851245946,9.26100198723666,8.42402472968796,10.1632605712203
"L","Tho",4.8828125,3.93771701207206,9.3248294041766,8.48319689747339,10.2598729206349
"L","Tho",4.98046875,4.08170381952067,9.38910496662584,8.5363805131029,10.3120617742603
"L","Tho",5.078125,4.30131512145657,9.45003328516785,8.58478937921188,10.361177494233
"L","Tho",5.17578125,4.41397570029042,9.51093107340873,8.64343750418741,10.4145784443368
"L","Tho",5.2734375,4.51024583341665,9.56939035288745,8.69250814113818,10.4761914797807
"L","Tho",5.37109375,4.6631508434057,9.62661825356088,8.73947095483502,10.5613779323033
"L","Tho",5.46875,4.80573060395555,9.68838156774409,8.79498382586914,10.6438090950954
"L","Tho",5.56640625,4.992151895659,9.74685291002306,8.85277706182946,10.6815678305796
"L","Tho",5.6640625,5.08954322685397,9.80358099025787,8.91577374663982,10.7317061554936
"L","Tho",5.76171875,5.19692733067184,9.86085254019954,8.98122639490656,10.7873969557357
"L","Tho",5.859375,5.25563718765013,9.92077797621945,9.05994964554234,10.8499582769558
"L","Tho",5.95703125,5.4279579909937,9.9811984723983,9.12618488989269,10.9241018591501
"L","Tho",6.0546875,5.58128352904869,10.0406222028978,9.19378440826054,10.9751416268546
"L","Tho",6.15234375,5.63599098646878,10.1023918617791,9.24233069435065,11.0615171223054
"L","Tho",6.25,5.69017249013459,10.1644919219214,9.31197930716515,11.1328565129242
"L","Tho",6.34765625,5.8627314746699,10.2266800439047,9.3931903628343,11.1906433067078
"L","Tho",6.4453125,5.97788637416595,10.2887294245215,9.44929439372872,11.2591640591764
"L","Tho",6.54296875,6.07194716016757,10.3509603152368,9.50601730680279,11.3323180635642
"L","Tho",6.640625,6.13808281299652,10.4138295669466,9.5790111247131,11.407074122405
"L","Tho",6.73828125,6.28626012212226,10.4740021472012,9.65792935528291,11.4462233119865
"L","Tho",6.8359375,6.39274097492024,10.5357380526527,9.71716499146052,11.489133343689
"L","Tho",6.93359375,6.45008057732125,10.5975390015711,9.74425222013684,11.5562070679942
"L","Tho",7.03125,6.59212724025484,10.6601764488256,9.79680001224108,11.6174757992847
"L","Tho",7.12890625,6.75445544427151,10.7237481802692,9.88595796299813,11.6604744439626
"L","Tho",7.2265625,6.88217313210851,10.7866850060143,9.93155882041595,11.7140611045723
"L","Tho",7.32421875,6.92890930282445,10.8506811795487,9.98933974008326,11.7697936186708
"L","Tho",7.421875,7.04539915522336,10.9181294676767,10.039858626707,11.8374899173634
"L","Tho",7.51953125,7.16989157919789,10.9816639869746,10.0959586439715,11.908478282233
"L","Tho",7.6171875,7.29269017663262,11.047752310897,10.1490074613389,11.9772152904505
"L","Tho",7.71484375,7.35135810632646,11.1137233513765,10.2285226641777,12.0438619140752
"L","Tho",7.8125,7.42610728644023,11.1797262736968,10.2862284195776,12.1161167233664
"L","Tho",7.91015625,7.49192492877525,11.2447300957996,10.3639939237731,12.1852455515187
"L","Tho",8.0078125,7.59785607453122,11.3125673746803,10.4075004592468,12.2746508003157
"L","Tho",8.10546875,7.66698450174433,11.3812252098285,10.4809105993488,12.3487681882161
"L","Tho",8.203125,7.79217759999278,11.4495688594985,10.5275111364712,12.4108256630674
"L","Tho",8.30078125,7.90047647099315,11.5176130099473,10.6214490636423,12.4618688486883
"L","Tho",8.3984375,7.96237390339085,11.588667051357,10.6709649014651,12.5574021900085
"L","Tho",8.49609375,8.04116669096053,11.6611502717978,10.747099401233,12.6235761796283
"L","Tho",8.59375,8.14122266146323,11.7312492691172,10.7951053448979,12.7089235288739
"L","Tho",8.69140625,8.26242200838271,11.8031512561683,10.8632987619765,12.7686293551974
"L","Tho",8.7890625,8.31512344510118,11.8723642568194,10.9429606313545,12.8458610427739
"L","Tho",8.88671875,8.43686182790964,11.9438038969898,10.9812621800054,12.9245762631725
"L","Tho",8.984375,8.52328729784463,12.0181926965333,11.0625188254837,13.0121212447403
"L","Tho",9.08203125,8.60925263449881,12.093778928918,11.1261982163474,13.0968968937186
"L","Tho",9.1796875,8.71551700293253,12.1662625687789,11.1656444726067,13.1561290876993
"L","Tho",9.27734375,8.86214672715928,12.2412017076939,11.2423154182508,13.2440474648289
"L","Tho",9.375,8.93390076370203,12.3125288047714,11.3104694133997,13.3221319441086
"L","Tho",9.47265625,9.01268942130134,12.3889171339468,11.3631650715495,13.3996080683049
"L","Tho",9.5703125,9.13283442702819,12.4630855865237,11.4175347705597,13.4775730404884
"L","Tho",9.66796875,9.21404675534969,12.5361238677709,11.5119253602337,13.5457218847582
"L","Tho",9.765625,9.3601394580089,12.6124319782688,11.6014846242727,13.6039762962622
"L","Tho",9.86328125,9.5138860860029,12.687468149533,11.6762806866291,13.6732666411192
"L","Tho",9.9609375,9.57176221391382,12.7625806656756,11.7499252891974,13.7678830580099
"L","Tho",10.05859375,9.68278599821288,12.8398593068488,11.7946510186343,13.822876420212
"L","Tho",10.15625,9.82021828519863,12.9189192669588,11.8570991393084,13.8948544954125
"L","Tho",10.25390625,9.95766791545567,12.9968260954953,11.930111718106,13.9568877580004
"L","Tho",10.3515625,10.0749239852774,13.0740340409303,12.0156060296472,14.0207754207264
"L","Tho",10.44921875,10.1755803596757,13.1538472562232,12.0880951412829,14.1052129829123
"L","Tho",10.546875,10.2722447721411,13.2331222863043,12.1649092546182,14.176349058043
"L","Tho",10.64453125,10.3984045380043,13.308604613962,12.2613148516403,14.2454675960246
"L","Tho",10.7421875,10.4553598503202,13.3860822794718,12.3557370714499,14.3641324452689
"L","Tho",10.83984375,10.5674686177096,13.4656060182639,12.4290000033807,14.4746258585821
"L","Tho",10.9375,10.6380357793544,13.544835912782,12.4850222533886,14.5756853272717
"L","Tho",11.03515625,10.7140299796841,13.6212230702259,12.5774381457081,14.6587150254742
"L","Tho",11.1328125,10.8159427149673,13.7009427061658,12.6344397243067,14.7544943449171
"L","Tho",11.23046875,10.9144354206308,13.7817314421756,12.7182749837561,14.7981815211116
"L","Tho",11.328125,10.9940186947642,13.8613257681125,12.7994714838873,14.8757747690407
"L","Tho",11.42578125,11.1299454553082,13.9388896352319,12.8787633455569,14.9533957257404
"L","Tho",11.5234375,11.2775870510248,14.016609949577,12.9574877297449,15.0386881565852
"L","Tho",11.62109375,11.3688278810703,14.0975132771136,13.0274979576732,15.1634644005686
"L","Tho",11.71875,11.4945429059167,14.1788074459736,13.1171832987292,15.2337012570654
"L","Tho",11.81640625,11.6141809464566,14.2578857915331,13.1996894307898,15.3067402417757
"L","Tho",11.9140625,11.6840455330778,14.3372265109568,13.2841987120624,15.3970339306674
"L","Tho",12.01171875,11.7508292612478,14.4173866648062,13.3531527996587,15.4778690667394
"L","Tho",12.109375,11.8778054437986,14.4957253965909,13.4389524906379,15.558768492126
"L","Tho",12.20703125,11.9509193849922,14.5793035751612,13.5486378006425,15.6800902899275
"L","Tho",12.3046875,12.0549550084881,14.6613856461705,13.6294031296713,15.768382092933
"L","Tho",12.40234375,12.1535879789558,14.7416311312631,13.7094894403971,15.8680562585314
"L","Tho",12.5,12.2199459530655,14.8215578510247,13.7850227697847,15.9768238849616
"L","Tho",12.59765625,12.3143728086973,14.9014052749916,13.8424297873029,16.0862482440393
"L","Tho",12.6953125,12.3995830173219,14.982054691248,13.8836273500205,16.1578547666815
"L","Tho",12.79296875,12.4494418364313,15.0611146667764,13.9682499507183,16.2367733063855
"L","Tho",12.890625,12.5355316388696,15.1418027028893,14.0241716829972,16.3166301212546
"L","Tho",12.98828125,12.637672118346,15.2225107138436,14.1110095695948,16.4265904951294
"L","Tho",13.0859375,12.7449573395511,15.3036276560187,14.1828293348275,16.5142370459319
"L","Tho",13.18359375,12.9016776638015,15.3865501510543,14.2883244142771,16.6080564511911
"L","Tho",13.28125,13.0240653608744,15.4683102814797,14.3695821341767,16.677586792064
"L","Tho",13.37890625,13.1171650485552,15.5496224691971,14.4467740039832,16.7609408927242
"L","Tho",13.4765625,13.2065460853441,15.6295823332349,14.5085277289339,16.8733348395523
"L","Tho",13.57421875,13.29541057732,15.7119244920352,14.5883675288059,16.9770607573322
"L","Tho",13.671875,13.410675436052,15.7959813211778,14.6839381456007,17.0487047042073
"L","Tho",13.76953125,13.5047255241864,15.8796330069087,14.7630262648148,17.1267657923912
"L","Tho",13.8671875,13.6043222552497,15.9646944090064,14.833340368916,17.246331364177
"L","Tho",13.96484375,13.73311962048,16.0450489796337,14.9327770690647,17.3231842917968
"L","Tho",14.0625,13.8194357298806,16.1279058395781,15.0215206460056,17.4132238854629
"L","Tho",14.16015625,13.9249451731814,16.2127089020051,15.1116930903105,17.5024217901354
"L","Tho",14.2578125,14.0060803964429,16.2970592392051,15.2129975633598,17.5716670235694
"L","Tho",14.35546875,14.1527144132783,16.3842294370165,15.3293159046654,17.6561055346533
"L","Tho",14.453125,14.2617710872031,16.4703759898712,15.3964173031227,17.7497689322695
"L","Tho",14.55078125,14.3653600352059,16.5550363338096,15.4751359799477,17.8381540743805
"L","Tho",14.6484375,14.4860079822621,16.6383929938875,15.5557539724039,17.9147191520742
"L","Tho",14.74609375,14.5764632760649,16.7217652191013,15.6209199481488,18.0110441039266
"L","Tho",14.84375,14.6316377621983,16.8065809765447,15.7112568695817,18.0950687160385
"L","Tho",14.94140625,14.7226413305513,16.8912460094835,15.7919398007408,18.1683839786358
"L","Tho",15.0390625,14.8047799752512,16.9761115451591,15.8754451640476,18.2520373947866
"L","Tho",15.13671875,14.8568913935879,17.0611976181602,15.9254556021783,18.3251373889706
"L","Tho",15.234375,14.9654570372605,17.1476143388587,15.9878884094633,18.392227448741
"L","Tho",15.33203125,15.057431581759,17.2337481785042,16.0918183485512,18.4848896540289
"L","Tho",15.4296875,15.1296770175375,17.3181623344714,16.1489121657721,18.5650978435724
"L","Tho",15.52734375,15.2304798128926,17.4045146062825,16.2184325101773,18.6331168147779
"L","Tho",15.625,15.3377032822583,17.4923961875737,16.2938510568678,18.7135433518793
"L","Tho",15.72265625,15.4247266103963,17.5773709107168,16.3639545622148,18.817286618119
"L","Tho",15.8203125,15.523543552997,17.6647913476633,16.4483603630332,18.8854499221925
"L","Tho",15.91796875,15.6212092812361,17.7527909649753,16.5386051080068,18.9951385142508
"L","Tho",16.015625,15.7278645894951,17.8398110673282,16.6134692960352,19.1130252735856
"L","Tho",16.11328125,15.8660320793245,17.9277184622515,16.6785528725349,19.2139039518542
"L","Tho",16.2109375,15.9500853832397,18.0149568613864,16.7479307432672,19.3163930298469
"L","Tho",16.30859375,16.0438622748752,18.1003204119371,16.8216145409547,19.4036246266826
"L","Tho",16.40625,16.1596301245765,18.1850372916593,16.8988920161773,19.5042198051829
"L","Tho",16.50390625,16.2642461086694,18.2715503358276,16.9841149177045,19.6019120767697
"L","Tho",16.6015625,16.3783513067605,18.3588440805267,17.0689707540474,19.7305497510744
"L","Tho",16.69921875,16.5087447123798,18.4459268922812,17.1469489960485,19.8407393241961
"L","Tho",16.796875,16.6113008387583,18.5325728769943,17.2074779782532,19.9356604825155
"L","Tho",16.89453125,16.7216471882359,18.6208477029408,17.2972655755097,19.9992877744957
"L","Tho",16.9921875,16.7999960726569,18.7087318948539,17.4162804136423,20.07710630183
"L","Tho",17.08984375,16.9164928395645,18.7958798303165,17.5126624428131,20.1775213249881
"L","Tho",17.1875,17.0236630346138,18.8828654540914,17.5881905844916,20.2703359229002
"L","Tho",17.28515625,17.0930289113005,18.9698009140596,17.6662178244254,20.3455946030229
"L","Tho",17.3828125,17.1912346632107,19.0571516338647,17.7578633587628,20.4043717846484
"L","Tho",17.48046875,17.2890886989246,19.1468779816052,17.8738025430959,20.5100024984245
"L","Tho",17.578125,17.3884458953648,19.2358514706962,17.9727894625337,20.6074363152181
"L","Tho",17.67578125,17.5145622662329,19.3214999307934,18.0710334261157,20.6786740776596
"L","Tho",17.7734375,17.6289016512318,19.4087861085601,18.1504147015605,20.8076803620668
"L","Tho",17.87109375,17.7292591778728,19.4961803005965,18.2531288682736,20.8926905985217
"L","Tho",17.96875,17.8213164137972,19.58448072195,18.34262067779,21.0045511683721
"L","Tho",18.06640625,17.9486846984946,19.6730779057749,18.4347142344933,21.075362048172
"L","Tho",18.1640625,18.0483631339449,19.763521483966,18.5197855432375,21.158298702178
"L","Tho",18.26171875,18.1609883906993,19.8525175857829,18.6158139746504,21.2290149542247
"L","Tho",18.359375,18.2447873838638,19.9431934772051,18.7233832598697,21.3301229974023
"L","Tho",18.45703125,18.3798262988013,20.0308960089433,18.817399824078,21.397219507983
"L","Tho",18.5546875,18.4540502321159,20.1183486366296,18.8889769224596,21.5041253275724
"L","Tho",18.65234375,18.5585648643362,20.2070783515736,19.0151075089508,21.6326166924012
"L","Tho",18.75,18.6142849403696,20.2964382181354,19.1243760118745,21.6921363756699
"L","Tho",18.84765625,18.7088299456039,20.3852705067376,19.2197950322307,21.7712108490974
