"mod","weight"
"Mat",6.43372
"Mat",1.44693
"Mat",4.14966
"Mat",1.88508
"Mat",0.22316
"Mat",0.2049
"Mat",1.76334
"Mat",1.05403
"Mat",1.22965
"Mat",0.08741
"Mat",5.34045
"Mat",0.338
"Mat",3.64927
"Mat",0.46219
"Mat",2.25933
"Mat",2.87485
"Mat",0.37227
"Mat",3.54666
"Mat",1.72728
"Mat",3.26149
"Mat",0.73505
"Mat",0.3381
"Mat",2.92753
"Mat",0.1599
"Mat",4.73908
"Mat",5.17367
"Mat",0.12824
"Mat",1.21271
"Mat",1.21786
"Mat",2.41789
"Mat",8.06023
"Mat",1.2476
"Mat",0.94541
"Mat",3.4952
"Mat",0.78611
"Mat",1.35273
"Mat",2.90421
"Mat",0.58446
"Mat",1.20201
"Mat",0.9782
"Mat",2.35232
"Mat",0.87238
"Mat",1.55481
"Mat",3.81864
"Mat",2.88146
"Mat",0.52354
"Mat",10.97184
"Mat",6.96267
"Mat",1.73194
"Mat",2.60268
"Mat",4.43464
"Mat",1.02265
"Mat",3.63416
"Mat",1.80291
"Mat",6.16723
"Mat",3.41408
"Mat",1.53257
"Mat",3.95255
"Mat",2.41826
"Mat",1.81471
"Mat",1.04309
"Mat",1.57678
"Mat",1.62669
"Mat",2.08292
"Mat",5.35717
"Mat",9.31688
"Mat",3.69995
"Mat",2.77686
"Mat",0.50859
"Mat",2.08986
"Mat",1.71259
"Mat",1.11139
"Mat",1.15325
"Mat",1.68273
"Mat",0.12348
"Mat",2.67212
"Mat",1.64361
"Mat",1.65394
"Mat",0.42279
"Mat",0.34498
"Mat",0.21266
"Mat",0.80614
"Mat",3.29049
"Mat",3.29879
"Mat",0.93867
"Mat",2.32104
"Mat",1.0096
"Mat",6.15839
"Mat",2.57855
"Mat",1.66831
"Mat",1.8177
"Mat",1.03952
"Mat",0.35611
"Mat",1.00899
"Mat",3.94384
"Mat",1.6799
"Mat",1.20489
"Mat",2.07873
"Mat",0.27926
"Mat",7.74143
"Mat",1.40507
"Mat",0.24759
"Mat",3.45044
"Mat",0.25023
"Mat",3.92255
"Mat",0.22224
"Mat",4.42991
"Mat",1.78346
"Mat",1.43458
"Mat",5.23649
"Mat",0.94451
"Mat",1.86408
"Mat",2.22529
"Mat",0.85647
"Mat",2.62765
"Mat",1.0915
"Mat",4.08245
"Mat",2.10173
"Mat",0.46081
"Mat",8.23673
"Mat",4.55834
"Mat",4.59691
"Mat",2.69469
"Mat",4.83167
"Mat",2.87531
"Mat",6.09406
"Mat",1.73479
"Mat",9.06971
"Mat",0.6486
"Mat",0.14753
"Mat",3.16688
"Mat",5.66555
"Mat",0.97461
"Mat",1.04016
"Mat",0.66971
"Mat",0.4386
"Mat",2.00708
"Mat",2.65579
"Mat",3.24906
"Mat",0.6244
"Mat",2.85792
"Mat",0.42248
"Mat",5.29366
"Mat",7.4763
"Mat",5.81303
"Mat",0.17552
"Mat",1.63572
"Mat",4.44586
"Mat",0.0438
"Mat",4.08265
"Mat",3.56801
"Mat",3.31814
"Mat",5.96014
"Mat",2.58939
"Mat",2.05529
"Mat",0.18614
"Mat",4.736
"Mat",7.92956
"Mat",0.02449
"Mat",0.0489
"Mat",0.22904
"Mat",0.11843
"Mat",0.83403
"Mat",0.93513
"Mat",3.61626
"Mat",2.38121
"Mat",2.66438
"Mat",0.61979
"Mat",2.21077
"Mat",0.13948
"Mat",1.86278
"Mat",3.05733
"Mat",5.27532
"Mat",1.49699
"Mat",3.40167
"Mat",5.17459
"Mat",3.2234
"Mat",0.71583
"Mat",0.23309
"Mat",0.54107
"Mat",0.14541
"Mat",2.58565
"Mat",4.67263
"Mat",0.99045
"Mat",1.05642
"Mat",0.68015
"Mat",6.86171
"Mat",0.38483
"Mat",2.80938
"Mat",2.68201
"Mat",0.38355
"Mat",3.25315
"Mat",4.09758
"Mat",2.17176
"Mat",4.98433
"Mat",5.47353
"Mat",5.82883
"Mat",5.2504
"Mat",4.57752
"Mat",5.74895
"Mat",2.39124
"Mat",4.18881
"Mat",4.9401
"Mat",9.20972
"Mat",2.59991
"Mat",4.55725
"Mat",1.30068
"Mat",2.52464
"Mat",0.62604
"Mat",0.33972
"Mat",0.92313
"Mat",7.39189
"Mat",2.9286
"Mat",6.7687
"Mat",10.74005
"Mat",10.70764
"Mat",2.75974
"Mat",3.47267
"Mat",1.37907
"Mat",2.24158
"Mat",2.62082
"Mat",0.40166
"Mat",1.2303
"Mat",7.21836
"Mat",1.21213
"Mat",6.57321
"Mat",0.42148
"Mat",1.13458
"Mat",1.33019
"Mat",5.50147
"Mat",3.69501
"Mat",0.66619
"Mat",5.41825
"Mat",5.43813
"Mat",1.04689
"Mat",0.77822
"Mat",0.83147
"Mat",0.18954
"Mat",0.81107
"Mat",3.91514
"Mat",5.42729
"Mat",4.36477
"Mat",4.51718
"Mat",2.00011
"Mat",2.09941
"Mat",1.63328
"Mat",4.04178
"Mat",2.38681
"Mat",0.96626
"Mat",8.00593
"Mat",6.41504
"Mat",2.17412
"Mat",0.51431
"Mat",0.29638
"Mat",4.57702
"Mat",1.34624
"Mat",5.79914
"Mat",1.89907
"Mat",0.44731
"Mat",0.31657
"Mat",2.91678
"Mat",1.54862
"Mat",9.40188
"Mat",1.90914
"Mat",2.2806
"Mat",0.90966
"Mat",3.53548
"Mat",1.8747
"Mat",6.34747
"Mat",3.24172
"Mat",2.89852
"Mat",1.55779
"Mat",0.47987
"Mat",4.7428
"Mat",4.13173
"Mat",1.68796
"Mat",1.16144
"Mat",0.5967
"Mat",0.8688
"Mat",5.36187
"Mat",3.58497
"Mat",1.75498
"Mat",2.71029
"Mat",7.14025
"Mat",3.90725
"Mat",1.72638
"Mat",2.46179
"Mat",4.25307
"Mat",2.114
"Mat",5.58853
"Mat",3.03053
"Mat",0.59623
"Mat",4.48395
"Mat",2.30677
"Mat",0.3452
"Mat",3.17307
"Mat",3.81326
"Mat",2.40918
"Mat",0.7439
"Mat",6.89387
"Mat",1.3462
"Mat",4.94804
"Mat",1.07925
"Mat",3.34908
"Mat",2.85218
"Mat",2.53183
"Mat",1.36968
"Mat",0.188
"Mat",6.39457
"Mat",8.38731
"Mat",0.78802
"Mat",2.18851
"Mat",2.24809
"Mat",0.95889
"Mat",4.6083
"Mat",2.47821
"Mat",4.31795
"Mat",8.11163
"Mat",0.9804
"Mat",5.25225
"Mat",2.26242
"Mat",7.10501
"Mat",2.06284
"Mat",0.77621
"Mat",4.41941
"Mat",6.22715
"Mat",2.40061
"Mat",2.3993
"Mat",5.56172
"Mat",3.51499
"Mat",3.30922
"Mat",7.14354
"Mat",3.2214
"Mat",4.96178
"Mat",2.30719
"Mat",2.53982
"Mat",3.11858
"Mat",0.42624
"Mat",6.22139
"Mat",0.39253
"Mat",0.31857
"Mat",0.27992
"Mat",0.55367
"Mat",4.59777
"Mat",0.18368
"Mat",0.66725
"Mat",0.89397
"Mat",0.93394
"Mat",4.2705
"Mat",2.42963
"Mat",1.37846
"Mat",2.23141
"Mat",0.0184
"Mat",5.24086
"Mat",3.7184
"Mat",0.29709
"Mat",0.10703
"Mat",1.51995
"Mat",5.96482
"Mat",1.17616
"Mat",3.83445
"Mat",2.35367
"Mat",0.96052
"Mat",2.44013
"Mat",4.45856
"Mat",4.73465
"Mat",4.88507
"Mat",3.83656
"Mat",1.24968
"Mat",0.66279
"Mat",4.07936
"Mat",2.23351
"Mat",1.14811
"Mat",0.1776
"Mat",6.29672
"Mat",2.83038
"Mat",0.14924
"Mat",0.83726
"Mat",7.19526
"Mat",1.13858
"Mat",5.81281
"Mat",8.48835
"Mat",5.48694
"Mat",2.74631
"Mat",1.56988
"Mat",6.02324
"Mat",1.22115
"Mat",3.71697
"Mat",0.86727
"Mat",3.89738
"Mat",3.85581
"Mat",2.02525
"Mat",0.64947
"Mat",1.35474
"Mat",3.45469
"Mat",1.95624
"Mat",0.14572
"Mat",6.84463
"Mat",4.63719
"Mat",6.09667
"Mat",3.0807
"Mat",1.46189
"Mat",5.0864
"Mat",1.7395
"Mat",3.64601
"Mat",1.0615
"Mat",4.95559
"Mat",2.72808
"Mat",6.8286
"Mat",2.08764
"Mat",1.44601
"Mat",3.71366
"Mat",1.07647
"Mat",1.48082
"Mat",7.8673
"Mat",2.77492
"Mat",10.94461
"Mat",6.62168
"Mat",5.01037
"Mat",2.20878
"Mat",4.55971
"Mat",5.01266
"Mat",6.45164
"Mat",5.78885
"Mat",5.11222
"Mat",4.53265
"Mat",7.90258
"Mat",6.76021
"Mat",8.27604
"Mat",5.3948
"Mat",2.29473
"Mat",1.86246
"Mat",0.48175
"Mat",2.9974
"Mat",3.0662
"Mat",5.41665
"Mat",2.99274
"Mat",1.93601
"Mat",0.92197
"Mat",4.85381
"Mat",1.57912
"Mat",3.52404
"Mat",2.76622
"Mat",4.28689
"Mat",1.55449
"Mat",1.50908
"Mat",2.16599
"Mat",1.83275
"Mat",0.98337
"Mat",5.39943
"Mat",3.78645
"Mat",0.39258
"Mat",0.32227
"Mat",0.18817
"Mat",2.88871
"Mat",3.78373
"Mat",6.35269
"Mat",7.14151
"Mat",11.62304
"Mat",0.39815
"Mat",8.67808
"Mat",4.52089
"Mat",2.05782
"Mat",8.12385
"Mat",1.54962
"Mat",3.03696
"Mat",6.12567
"Mat",3.56805
"Mat",1.96195
"Mat",0.10759
"Mat",5.25234
"Mat",2.94522
"Mat",7.14399
"Mat",1.61694
"Mat",2.12176
"Mat",6.99776
"Mat",4.24105
"Mat",1.25818
"Mat",0.49423
"Mat",3.61932
"Mat",3.9485
"Mat",4.68516
"Mat",1.89641
"Mat",5.06958
"Mat",0.48284
"Mat",1.57742
"Mat",0.02685
"Mat",5.72936
"Mat",3.2213
"Mat",0.39076
"Mat",10.34383
"Mat",8.21788
"Mat",5.62925
"Mat",1.90876
"Mat",2.59057
"Mat",8.01261
"Mat",3.01454
"Mat",7.38471
"Mat",9.5931
"Mat",0.89723
"Mat",1.99245
"Mat",3.69119
"Mat",0.88691
"Mat",3.09156
"Mat",1.95143
"Mat",5.34493
"Mat",7.22445
"Mat",2.9804
"Mat",0.8395
"Mat",4.58667
"Mat",0.52639
"Mat",0.09584
"Mat",2.80661
"Mat",2.36824
"Mat",7.78105
"Mat",5.67433
"Mat",0.75153
"Mat",3.01649
"Mat",2.91776
"Mat",1.39363
"Mat",11.46117
"Mat",0.53596
"Mat",5.64171
"Mat",4.15664
"Mat",1.89211
"Mat",2.74868
"Mat",5.16866
"Mat",5.99557
"Mat",3.42117
"Mat",3.28466
"Mat",4.2386
"Mat",6.67333
"Mat",3.38464
"Mat",5.27379
"Mat",2.53454
"Mat",5.00219
"Mat",4.44617
"Mat",0.36302
"Mat",0.77829
"Mat",2.04326
"Mat",0.89476
"Mat",0.22423
"Mat",1.35814
"Mat",0.64883
"Mat",5.87553
"Mat",2.80931
"Mat",0.49961
"Mat",2.37127
"Mat",4.5519
"Mat",3.75169
"Mat",5.20328
"Mat",3.78584
"Mat",4.25678
"Mat",7.1682
"Mat",3.20372
"Mat",1.4249
"Mat",0.2783
"Mat",0.71469
"Mat",3.98647
"Mat",4.10896
"Mat",0.13636
"Mat",0.34047
"Mat",0.03346
"Mat",7.78765
"Mat",3.16086
"Mat",2.53102
"Mat",6.53883
"Mat",2.54043
"Mat",2.27707
"Mat",3.83074
"Mat",1.32908
"Mat",1.4831
"Mat",0.85709
"Mat",4.09603
"Mat",4.7144
"Mat",6.89498
"Mat",3.4352
"Mat",6.01099
"Mat",3.5776
"Mat",7.44051
"Mat",5.3928
"Mat",4.4526
"Mat",6.07788
"Mat",0.41522
"Mat",2.15115
"Mat",6.48828
"Mat",3.2154
"Mat",2.46025
"Mat",4.84686
"Mat",3.55983
"Mat",9.12564
"Mat",7.4946
"Mat",6.94536
"Mat",7.7979
"Mat",3.51308
"Mat",8.78877
"Mat",5.63064
"Mat",7.53088
"Mat",4.29188
"Mat",1.10346
"Mat",2.44729
"Mat",5.18039
"Mat",6.86001
"Mat",2.34851
"Mat",3.783
"Mat",12.03142
"Mat",4.26669
"Mat",0.41862
"Mat",3.44427
"Mat",0.35021
"Mat",0.19637
"Mat",1.94489
"Mat",1.71847
"Mat",0.31041
"Mat",2.37214
"Mat",7.04708
"Mat",1.61681
"Mat",0.157
"Mat",0.2789
"Mat",0.17034
"Mat",0.24707
"Mat",5.98191
"Mat",0.47808
"Mat",7.857
"Mat",1.55456
"Mat",0.58845
"Mat",2.60559
"Mat",3.07014
"Mat",3.32878
"Mat",0.77534
"Mat",0.81241
"Mat",0.21022
"Mat",0.82322
"Mat",4.54955
"Mat",3.41555
"Mat",0.7874
"Mat",0.87084
"Mat",3.0938
"Mat",7.6465
"Mat",2.59585
"Mat",2.50639
"Mat",5.38609
"Mat",0.7607
"Mat",3.64922
"Mat",3.98461
"Mat",1.24226
"Mat",1.19982
"Mat",3.34221
"Mat",7.01055
"Mat",2.3411
"Mat",2.45408
"Mat",5.39383
"Mat",0.30846
"Mat",0.36014
"Mat",4.28576
"Mat",0.99583
"Mat",4.59329
"Mat",4.5183
"Mat",5.44541
"Mat",1.12751
"Mat",0.79828
"Mat",6.14396
"Mat",3.89606
"Mat",4.16081
"Mat",0.97048
"Mat",0.5683
"Mat",2.1781
"Mat",1.31892
"Mat",5.22213
"Mat",2.83326
"Mat",2.17177
"Mat",0.89665
"Mat",5.2459
"Mat",5.73
"Mat",2.99731
"Mat",0.60807
"Mat",3.07868
"Mat",1.49626
"Mat",2.42648
"Mat",3.72265
"Mat",1.66579
"Mat",8.58899
"Mat",2.08987
"Mat",5.20865
"Mat",0.43905
"Mat",3.94642
"Mat",0.24223
"Mat",3.72895
"Mat",1.417
"Mat",3.06265
"Mat",7.47675
"Mat",6.57374
"Mat",0.13934
"Mat",2.38685
"Mat",2.23971
"Mat",6.11228
"Mat",0.20744
"Mat",0.1633
"Mat",3.19631
"Mat",1.27999
"Mat",0.66439
"Mat",3.14257
"Mat",0.95289
"Mat",3.02051
"Mat",1.11378
"Mat",4.06831
"Mat",5.67796
"Mat",2.77793
"Mat",2.36099
"Mat",1.31625
"Mat",0.86836
"Mat",1.18606
"Mat",4.11013
"Mat",7.09832
"Mat",3.60608
"Mat",4.72633
"Mat",6.46173
"Mat",5.87886
"Mat",0.49294
"Mat",0.35649
"Mat",6.22801
"Mat",4.93031
"Mat",4.2279
"Mat",3.0686
"Mat",4.35041
"Mat",4.10049
"Mat",0.46967
"Mat",1.43845
"Mat",5.89612
"Mat",1.39818
"Mat",1.59551
"Mat",1.30433
"Mat",4.15226
"Mat",1.43023
"Mat",7.16691
"Mat",1.29345
"Mat",0.57106
"Mat",2.60425
"Mat",0.22086
"Mat",0.6533
"Mat",0.7178
"Mat",4.1166
"Mat",1.58588
"Mat",1.16339
"Mat",2.27198
"Mat",2.94471
"Mat",5.27422
"Mat",0.98231
"Mat",3.72815
"Mat",2.07717
"Mat",5.61372
"Mat",0.86895
"Mat",9.64925
"Mat",6.94024
"Mat",1.91926
"Mat",2.33558
"Mat",6.37488
"Mat",0.91721
"Mat",1.38228
"Mat",1.80799
"Mat",2.92239
"Mat",0.82164
"Mat",1.01753
"Mat",5.82047
"Mat",1.19412
"Mat",3.90259
"Mat",3.54243
"Mat",2.32427
"Mat",1.37935
"Mat",6.03233
"Mat",2.04342
"Mat",1.6463
"Mat",2.21255
"Mat",7.64606
"Mat",2.6486
"Mat",2.63101
"Mat",3.80068
"Mat",3.14188
"Mat",6.52566
"Mat",2.50828
"Mat",5.09228
"Mat",0.05235
"Mat",4.5621
"Mat",5.44287
"Mat",4.04905
"Mat",1.42268
"Mat",3.34403
"Mat",4.53186
"Mat",2.76869
"Mat",0.94287
"Mat",4.17254
"Mat",0.16644
"Mat",0.26837
"Mat",1.69837
"Mat",2.08044
"Mat",3.97396
"Mat",3.89222
"Mat",2.70408
"Mat",1.22187
"Mat",6.85352
"Mat",5.3399
"Mat",6.42175
"Mat",5.10856
"Mat",0.79795
"Mat",0.34233
"Mat",0.41033
"Mat",3.57811
"Mat",3.08597
"Mat",0.61981
"Mat",1.16332
"Mat",1.38134
"Mat",4.62335
"Mat",4.80889
"Mat",5.39403
"Mat",7.28319
"Mat",2.01903
"Mat",9.41432
"Mat",11.82486
"Mat",0.97941
"Mat",4.74292
"Mat",5.37132
"Mat",0.9305
"Mat",2.67089
"Mat",3.25157
"Mat",0.24152
"Mat",6.64842
"Mat",3.35889
"Mat",2.47656
"Mat",1.21973
"Mat",2.39152
"Mat",3.93809
"Mat",1.7659
"Mat",0.29544
"Mat",0.12004
"Mat",0.79594
"Mat",2.26626
"Mat",5.47889
"Mat",2.28458
"Mat",3.49196
"Mat",3.20613
"Mat",0.58493
"Mat",2.35104
"Mat",4.12556
"Mat",4.79467
"Mat",4.47821
"Mat",5.50095
"Mat",6.31534
"Mat",3.84822
"Mat",2.16483
"Mat",3.28449
"Mat",4.77299
"Mat",2.50252
"Mat",4.889
"Mat",0.90141
"Mat",6.70599
"Mat",2.11772
"Mat",7.3544
"Mat",7.17253
"Mat",1.8673
"Mat",2.72779
"Mat",0.71787
"Mat",2.32184
"Mat",7.18917
"Mat",6.3597
"Mat",4.73957
"Mat",6.62602
"Mat",1.42082
"Mat",2.9704
"Mat",10.40038
"Mat",5.48155
"Mat",3.76192
"Mat",1.48138
"Mat",1.7076
"Mat",5.02724
"Mat",1.17069
"Mat",4.90881
"Mat",4.11027
"Mat",0.87919
"Mat",0.08981
"Mat",1.78535
"Mat",1.71733
"Mat",3.61646
"Mat",3.6664
"Mat",6.97853
"Mat",0.4429
"Mat",5.96729
"Mat",3.67324
"Mat",1.29579
"Mat",7.31188
"Mat",1.42104
"Mat",2.02909
"Mat",2.05231
"Mat",9.24665
"Mat",5.03086
"Mat",7.5054
"Mat",5.19424
"Mat",1.71993
"Mat",3.01305
"Mat",0.25219
"Mat",2.5375
"Mat",3.11532
"Mat",2.99305
"Mat",2.97859
"Mat",7.30054
"Mat",3.74812
"Mat",3.15416
"Mat",8.70076
"Mat",4.64947
"Mat",4.52674
"Mat",8.58347
"Mat",3.87869
"Mat",4.4874
"Mat",3.46076
"Mat",4.37873
"Mat",3.46879
"Mat",6.93278
"Mat",2.64911
"Mat",0.85319
"Mat",3.43061
"Mat",4.67583
"Mat",5.17302
"Mat",3.26323
"Mat",5.12909
"Mat",0.33648
"Mat",9.79878
"Mat",0.42887
"Mat",0.14644
"Mat",1.0202
"Mat",0.05927
"Mat",2.24509
"Mat",1.8308
"Mat",1.49785
"Mat",5.98433
"Mat",0.86086
"Mat",8.88055
"Mat",0.84896
"Mat",0.38841
"Mat",11.43276
"Mat",0.16721
"Mat",5.7146
"Mat",1.17624
"Mat",1.96649
"Mat",8.57995
"Mat",2.04606
"Mat",1.48539
"Mat",0.01205
"Mat",3.54377
"Mat",2.15001
"Mat",0.53252
"Mat",1.69315
"Mat",0.20307
"Mat",2.23519
"Mat",2.7037
"Mat",2.56717
"Mat",2.14502
"Mat",3.93873
"Mat",1.89287
"Mat",1.74735
"Mat",2.67816
"Mat",3.30007
"Mat",1.89807
"Mat",4.86321
"Mat",3.53216
"Mat",10.46117
"Mat",6.86052
"Mat",3.51626
"Mat",3.83709
"Mat",3.57324
"Mat",4.59805
"Mat",6.56792
"Mat",1.91938
"Mat",3.30539
"Mat",6.48572
"Mat",4.08438
"Mat",2.71827
"Mat",8.60814
"Mat",2.88888
"Mat",0.40071
"Mat",0.67175
"Mat",6.7434
"Mat",2.43531
"Mat",0.4749
"Mat",0.21004
"Mat",0.28165
"Mat",0.22824
"Mat",3.99334
"Mat",4.72602
"Mat",0.39474
"Mat",0.74341
"Mat",0.66891
"Mat",2.90924
"Mat",1.5405
"Mat",2.72023
"Mat",3.64079
"Mat",3.02096
"Mat",0.67851
"Mat",8.96772
"Mat",6.20459
"Mat",3.02048
"Mat",1.56959
"Mat",6.74249
"Mat",0.27672
"Mat",4.23993
"Mat",3.68378
"Mat",3.78801
"Mat",0.54913
"Mat",9.48205
"Mat",0.89254
"Mat",0.73097
"Mat",0.41412
"Mat",3.20882
"Mat",2.53334
"Mat",6.70374
"Mat",2.19446
"Mat",4.54998
"Mat",3.67274
"Mat",3.13941
"Mat",0.57581
"Mat",5.63069
"Mat",0.84047
"Mat",0.22626
"Mat",0.95893
"Mat",0.6249
"Mat",0.05417
"Mat",4.01891
"Mat",2.01652
"Mat",1.38682
"Mat",2.19914
"Mat",0.83243
"Mat",1.89931
"Mat",6.27673
"Mat",0.78604
"Mat",3.65834
"Mat",7.56138
"Mat",0.01691
"Mat",1.21081
"Mat",2.85957
"Mat",3.19745
"Mat",0.85376
"Mat",0.67896
"Mat",2.96725
"Mat",0.03212
"Mat",3.83595
"Mat",2.44735
"Mat",5.53568
"Mat",0.92263
"Mat",1.22346
"Mat",0.98154
"Mat",2.34348
"Mat",0.81369
"Mat",4.55884
"Mat",0.45638
"Mat",2.56652
"Mat",6.29787
"Mat",2.61502
"Mat",2.76029
"Mat",0.05751
"Mat",2.66371
"Mat",0.00414
"Mat",1.49902
"Mat",6.72576
"Mat",0.26855
"Mat",3.1852
"Mat",9.11245
"Mat",4.32618
"Mat",1.61982
"Mat",2.61174
"Mat",0.91373
"Mat",0.03094
"Mat",2.75148
"Mat",3.51658
"Mat",2.46777
"Mat",1.63378
"Mat",3.97526
"Mat",1.80817
"Mat",1.64841
"Mat",4.43763
"Mat",1.78937
"Mat",1.09139
"Mat",3.13231
"Mat",4.0862
"Mat",0.0083
"Mat",1.82353
"Mat",9.20069
"Mat",5.28673
"Mat",0.75629
"Mat",7.08977
"Mat",3.02487
"Mat",3.24433
"Mat",1.41363
"Mat",2.0019
"Mat",4.1474
"Mat",6.30111
"Mat",0.51494
"Mat",0.11939
"Mat",3.24538
"Mat",0.24749
"Mat",3.56588
"Mat",2.90463
"Mat",1.70576
"Mat",0.33804
"Mat",0.04219
"Mat",0.31308
"Mat",1.45456
"Mat",1.67662
"Mat",1.77616
"Mat",3.52899
"Mat",0.36586
"Mat",4.45989
"Mat",1.6273
"Mat",1.28927
"Mat",2.94849
"Mat",12.83634
"Mat",8.08366
"Mat",7.69886
"Mat",3.42138
"Mat",0.22713
"Mat",0.68775
"Mat",0.7798
"Mat",3.5768
"Mat",7.06852
"Mat",2.33868
"Mat",3.56865
"Mat",1.07029
"Mat",3.3442
"Mat",8.00215
"Mat",2.94592
"Mat",1.80344
"Mat",7.97904
"Mat",0.00729
"Mat",1.34337
"Mat",4.49344
"Mat",1.60342
"Mat",1.04983
"Mat",4.62445
"Mat",4.65078
"Mat",0.00561
"Mat",4.02286
"Mat",2.80775
"Mat",7.9068
"Mat",0.45432
"Mat",7.78268
"Mat",1.23313
"Mat",5.86163
"Mat",1.2453
"Mat",6.41397
"Mat",2.84566
"Mat",4.80341
"Mat",3.5846
"Mat",0.21784
"Mat",5.93432
"Mat",0.43079
"Mat",5.78287
"Mat",0.92351
"Mat",4.86076
"Mat",2.39529
"Mat",0.44157
"Mat",0.68347
"Mat",0.78897
"Mat",1.97761
"Mat",1.08169
"Mat",3.6967
"Mat",3.4202
"Mat",9.8163
"Mat",0.70002
"Mat",6.22654
"Mat",1.02006
"Mat",7.78615
"Mat",0.52421
"Mat",6.59565
"Mat",0.31617
"Mat",3.75822
"Mat",2.44386
"Mat",2.31285
"Mat",5.79508
"Mat",2.29185
"Mat",3.569
"Mat",3.27491
"Mat",0.27477
"Mat",4.07859
"Mat",4.33564
"Mat",0.74135
"Mat",1.25613
"Mat",3.35521
"Mat",0.13929
"Mat",4.03791
"Mat",4.74336
"Mat",1.538
"Mat",0.69344
"Mat",0.24308
"Mat",4.90884
"Mat",10.26628
"Mat",6.1538
"Mat",0.32197
"Mat",5.22246
"Mat",5.54905
"Mat",2.44065
"Mat",4.49775
"Mat",4.22981
"Mat",1.38515
"Mat",3.07242
"Mat",5.4462
"Mat",0.84989
"Mat",1.44758
"Mat",0.66037
"Mat",4.79574
"Mat",2.12033
"Mat",4.18092
"Mat",0.98636
"Mat",0.37608
"Mat",3.74803
"Mat",3.46435
"Mat",4.22288
"Mat",0.786
"Mat",0.9825
"Mat",4.39014
"Mat",0.06948
"Mat",1.24482
"Mat",1.78622
"Mat",6.54775
"Mat",3.39885
"Mat",10.62821
"Mat",0.92537
"Mat",2.48674
"Mat",3.10831
"Mat",0.95365
"Mat",1.40289
"Mat",5.72209
"Mat",7.55826
"Mat",2.10172
"Mat",1.1689
"Mat",0.25602
"Mat",3.65666
"Mat",4.76968
"Mat",3.37189
"Mat",2.89708
"Mat",2.84091
"Mat",0.18554
"Mat",1.1084
"Mat",0.3428
"Mat",6.78358
"Mat",3.63058
"Mat",1.1404
"Mat",0.33474
"Mat",3.59289
"Mat",7.35695
"Mat",12.16607
"Mat",4.44778
"Mat",2.94539
"Mat",5.36052
"Mat",4.88393
"Mat",14.2402
"Mat",1.55834
"Mat",3.5157
"Mat",0.3019
"Mat",5.63208
"Mat",2.09119
"Mat",2.17185
"Mat",2.70211
"Mat",1.27468
"Mat",2.50141
"Mat",5.97542
"Mat",2.32646
"Mat",2.55585
"Mat",5.39278
"Mat",1.20903
"Mat",7.37444
"Mat",1.36596
"Mat",1.46893
"Mat",9.22193
"Mat",4.98565
"Mat",4.29965
"Mat",1.04992
"Mat",0.4484
"Mat",0.84119
"Mat",0.34255
"Mat",3.11383
"Mat",2.76411
"Mat",2.59711
"Mat",7.04412
"Mat",1.65177
"Mat",6.32807
"Mat",3.11158
"Mat",0.69893
"Mat",1.85205
"Mat",8.87572
"Mat",2.70669
"Mat",6.13038
"Mat",2.61613
"Mat",9.60907
"Mat",1.79956
"Mat",2.50421
"Mat",10.48561
"Mat",3.40325
"Mat",9.02855
"Mat",1.55367
"Mat",7.40494
"Mat",2.9365
"Mat",0.65011
"Mat",2.96278
"Mat",5.35968
"Mat",1.45262
"Mat",1.70148
"Mat",0.596
"Mat",3.49571
"Mat",0.7741
"Mat",3.13007
"Mat",6.06555
"Mat",2.9918
"Mat",1.41311
"Mat",2.87641
"Mat",9.82237
"Mat",4.94979
"Mat",1.62787
"Mat",1.26248
"Mat",3.73221
"Mat",2.52122
"Mat",3.22961
"Mat",0.96808
"Mat",2.18388
"Mat",1.66788
"Mat",5.01358
"Mat",2.37088
"Mat",1.4531
"Mat",3.63998
"Mat",2.1192
"Mat",2.95637
"Mat",1.59782
"Mat",0.78459
"Mat",3.26358
"Mat",0.22948
"Mat",2.45581
"Mat",1.02657
"Mat",0.30294
"Mat",2.92704
"Mat",1.32277
"Mat",1.14633
"Mat",3.94427
"Mat",3.53509
"Mat",3.71087
"Mat",5.09071
"Mat",6.50623
"Mat",5.27859
"Mat",5.07008
"Mat",4.82125
"Mat",3.63264
"Mat",0.94575
"Mat",2.95705
"Mat",0.48609
"Mat",2.83709
"Mat",7.73384
"Mat",7.07007
"Mat",3.59902
"Mat",3.2159
"Mat",0.52574
"Mat",4.80248
"Mat",5.35539
"Mat",3.11922
"Mat",0.91902
"Mat",1.79692
"Mat",0.90477
"Mat",2.41963
"Mat",4.52194
"Mat",8.92371
"Mat",6.58073
"Mat",3.6772
"Mat",2.07208
"Mat",3.40863
"Mat",6.21371
"Mat",5.16557
"Mat",2.98372
"Mat",0.55692
"Mat",0.30949
"Mat",2.8528
"Mat",1.75482
"Mat",4.9127
"Mat",9.14919
"Mat",3.01433
"Mat",3.41884
"Mat",2.97352
"Mat",5.60769
"Mat",3.36465
"Mat",5.16721
"Mat",3.28381
"Mat",4.03653
"Mat",4.07244
"Mat",4.66616
"Mat",6.18647
"Mat",7.5854
"Mat",3.39609
"Mat",0.78075
"Mat",3.85045
"Mat",2.45608
"Mat",10.67746
"Mat",4.73829
"Mat",6.6082
"Mat",4.84624
"Mat",0.86925
"Mat",1.94912
"Mat",9.02674
