"net","mod","num","nnodes","nedges","mdegree","clusteringC","edensity","aplength","diameter","cb","cd"
"WCL","Tho",11,239,1488,48.1528381171548,0.605495741603728,0.0261594177419922,7.56898643672198,70.81996,0.0564890159168901,0.117188051691265
"WCL","Tho",12,267,1736,61.5346394382022,0.611372598905992,0.0244431302976542,10.3827091467868,66.55085,0.0245629598590963,0.122632709593533
"WCL","Tho",13,330,2824,118.126318757576,0.533479507505482,0.0260108685640601,14.6856803464033,695.69109,0.172486228072579,0.18122522888739
"WCL","Tho",14,254,1602,65.2270334251969,0.65326118748172,0.0249291961034515,8.92627697491822,112.87199,0.0359089096212132,0.0979862206877158
"WCL","Tho",15,269,2124,98.3188440148699,0.59613478691774,0.0294623536592132,16.5572599194366,641.08022,0.0837855970198834,0.142709957674315
"WCL","Tho",16,306,2678,83.8968885620915,0.54168039538715,0.0286938819243544,11.9625951202554,106.00177,0.327942877899622,0.152131147540984
"WCL","Tho",17,275,1962,64.8525483636364,0.585900783289817,0.0260384870603849,11.925134991691,99.66098,0.139705935332891,0.0874180830092173
"WCL","Tho",18,236,1348,40.2823144491525,0.596807904237127,0.0243058059862964,4.82608487136804,52.36472,0.0206439165655303,0.0824264373019466
"WCL","Tho",19,248,1842,65.4556840322581,0.637670886075949,0.0300705237038004,8.95757277905345,59.5321,0.140464281759309,0.0836270058515957
"WCL","Tho",20,255,1558,54.9175420392157,0.595534703122472,0.024054346147908,14.3889368539036,174.52126,0.266744272695978,0.0707111414222828
"WCL","Mat",1,254,1508,60.8933362598425,0.53854859244589,0.0234664342846472,17.9734821140256,117.48551,0.240462273011399,0.127232107984815
"WCL","Mat",2,278,1756,58.0441526618705,0.479899497487437,0.0228034179154871,23.3013755466364,414.40241,0.397736736162149,0.140155612610617
"WCL","Mat",3,292,1714,68.5650990410959,0.492319508448541,0.0201713505625382,18.3141185862515,488.76914,0.156948023610977,0.141826383722441
"WCL","Mat",4,200,962,37.7051786,0.514232673267327,0.0241708542713568,14.3463682977931,190.60866,0.17226744180609,0.0868159894952148
"WCL","Mat",5,214,1006,61.7818602336449,0.458166189111748,0.0220701153964284,27.8527573755358,382.73125,0.196250562861492,0.161784478388327
"WCL","Mat",6,218,1340,47.9852104587156,0.612966601178782,0.0283262165475838,10.9100737494986,133.81154,0.0604194736051433,0.0687634054662448
"WCL","Mat",7,202,1130,48.4857156435644,0.517990346643265,0.0278311413230875,16.8206987834627,400.49162,0.287170261968662,0.127026558748546
"WCL","Mat",8,300,2352,78.2577877666667,0.574021084337349,0.0262207357859532,15.0901997608506,375.46415,0.132931529532404,0.0877842529725618
"WCL","Mat",9,168,700,67.7975229166667,0.482621648460775,0.0249500998003992,20.2545760946523,418.81218,0.0845261356660462,0.0953781060633225
"WCL","Mat",10,250,1372,39.84009896,0.586235662148071,0.0220401606425703,20.1678045671207,343.82799,0.199540801688615,0.102869308559539
"WCL","Mat",11,232,1292,250.141618706897,0.543615934627171,0.0241080758322138,121.841046394374,14603.79988,0.0982306032521107,0.0801334307827814
"WCL","Mat",12,257,1498,51.2719335797665,0.549251653324051,0.0227687256809339,14.7490321207034,524.86832,0.053297415340648,0.0673370361328125
"WCL","Mat",13,300,2022,121.0883919,0.356576525555713,0.0225418060200669,16.0845342425055,1349.05251,0.433522777274718,0.329727855393116
"WCL","Mat",14,272,1806,52.6540419117647,0.500875848478213,0.0245007597134795,13.5262995202257,143.81285,0.327715985606487,0.13466592230498
"WCL","Mat",15,342,2572,58.7764701461988,0.491655025365782,0.0220541578775874,9.95114025880767,248.10495,0.128044387702598,0.0749391560100102
"WCL","Mat",16,220,1282,54.7193951818182,0.487514406454091,0.0266085512660855,16.4679195384768,238.59225,0.402081785425129,0.115468818414962
"WCL","Mat",17,213,1184,44.0097812676056,0.537921348314607,0.0262202143679688,12.240568442605,216.10998,0.17932243438063,0.068440726237095
"WCL","Mat",18,291,1840,69.8887868041237,0.465477114041893,0.0218035312240787,22.3789861087703,416.52577,0.537140295637035,0.130368608799049
"WCL","Mat",19,224,1406,60.4647533035714,0.546141392336751,0.0281470211402947,14.6187246492026,208.77502,0.273120861139812,0.0753282792736633
"WCL","Mat",20,273,1866,53.1369943589744,0.571326929918179,0.0251292824822237,9.05543299106654,229.70964,0.0427716045515775,0.0670280060553633
"WCL","CSR",1,256,1124,32.7824091015625,0.423772609819121,0.017218137254902,24.7745091450486,179.65911,0.563846574860241,0.0968858131487889
"WCL","CSR",2,261,1186,35.2123061302682,0.445362473347548,0.0174771588564692,21.5376053062488,371.58534,0.399437830744352,0.067396449704142
"WCL","CSR",3,266,1202,37.7193705263158,0.399698340874811,0.0170520641225706,18.754845890755,211.1933,0.237599886208448,0.0813670345318619
"WCL","CSR",4,255,1052,29.7376514509804,0.431871442919317,0.0162420873861356,18.4155546459773,186.7496,0.167519127528374,0.0746016492032984
"WCL","CSR",5,303,1436,45.1725260066007,0.432600112803158,0.0156929600244793,28.8569421888615,1771.66519,0.501748640538208,0.103855094074821
"WCL","CSR",6,222,886,39.8014105855856,0.413496932515337,0.0180587827646651,36.5542131429429,830.38631,0.297665392898291,0.0591306484306218
"WCL","CSR",7,259,1528,45.2810357528958,0.404307960995488,0.0228667205411391,13.9381838858209,292.19535,0.465866249565793,0.117120365362658
"WCL","CSR",8,250,1108,29.49880256,0.444382801664355,0.0177991967871486,18.7269374245629,98.36174,0.312323609017765,0.0950307253108821
"WCL","CSR",9,247,1160,65.8800574898785,0.336914656395702,0.019090879167901,30.206627350943,1166.8122,0.232707700976012,0.148175689073964
"WCL","CSR",10,239,790,23.8846558577406,0.434916718075262,0.0138884005485039,24.3702321248164,215.1543,0.168665083308081,0.0535626015111927
"WCL","CSR",11,238,908,41.4158884033613,0.346765641569459,0.0160975782718151,24.0428230414201,604.07256,0.116839289380223,0.0982392422866706
"WCL","CSR",12,258,1270,42.0161817054264,0.413972662182686,0.0191536210900974,16.2538105237892,222.53235,0.307878229533232,0.113582340383655
"WCL","CSR",13,265,1340,40.2215159245283,0.466681376875552,0.0191538021726701,14.5955837537709,223.16679,0.224081624973138,0.0644226354453627
"WCL","CSR",14,242,1166,40.3383396694215,0.434813248766737,0.019992455677103,20.077871353056,339.35096,0.334273469026702,0.0924226511251528
"WCL","CSR",15,265,1022,32.5808455849057,0.412274096385542,0.0146083476272156,29.1153703518431,500.77037,0.291178281607726,0.049974173553719
"WCL","CSR",16,260,1206,28.6823466538462,0.464435146443515,0.0179091179091179,18.0410653405069,75.59062,0.329078233303348,0.0634158703656773
"WCL","CSR",17,265,1234,27.7198630943396,0.460898082744702,0.0176386506575186,15.209860979221,164.43916,0.269226211493,0.0773502066115702
"WCL","CSR",18,258,1118,64.2029848449612,0.406565656565657,0.0168612191958495,60.2370221347773,8472.085,0.248019418631613,0.115883662129631
"WCL","CSR",19,314,1618,47.6317421656051,0.406369038549444,0.0164628314442116,22.4107461544126,818.46946,0.252499749415784,0.0892527228000694
"WCL","CSR",20,246,1060,25.6513839430894,0.444032366824005,0.0175875228140037,19.985255259702,194.02864,0.239572855572473,0.0602082465639317
"WCL","Str",1,141,478,28.4376221985816,0.415061295971979,0.0242147922998987,18.4173973689918,318.55981,0.0976754514755542,0.0979081632653061
"WCL","Str",2,153,528,43.5628250980392,0.308139534883721,0.022703818369453,36.5029328838372,1233.48546,0.297292031654162,0.136080332409972
"WCL","Str",3,132,396,26.6041289393939,0.372,0.0229007633587786,32.5242652465311,268.52729,0.201644157369348,0.0692267350387507
"WCL","Str",4,151,444,17.520608410596,0.442231075697211,0.0196026490066225,13.8228114890801,130.61861,0.041865642555307,0.0540888888888889
"WCL","Str",5,136,408,27.0502836764706,0.354143019296254,0.0222222222222222,10.8888307425,144.21843,0.0924772570617421,0.119396433470508
"WCL","Str",6,136,366,18.3447685294118,0.294452347083926,0.0199346405228758,20.1363476370457,178.18346,0.198706604153444,0.0993141289437586
"WCL","Str",7,149,370,19.6063934228188,0.379245283018868,0.0167785234899329,15.8410776875,166.48476,0.0230393106840983,0.0647370343316289
"WCL","Str",8,140,360,10.0110502142857,0.449704142011834,0.0184994861253854,9.53599161632653,43.97585,0.0312463198037129,0.0393354381243207
"WCL","Str",9,146,448,20.5037271917808,0.434163701067616,0.0211620217288616,14.3691196413087,187.08844,0.102959968291716,0.0620214030915577
"WCL","Str",10,158,518,20.2640534810127,0.358665430954588,0.0208820446666129,13.3910625741967,100.54911,0.172727591105619,0.087954886607976
"WCL","Str",11,169,546,35.0289329585799,0.368831168831169,0.0192307692307692,38.9843311160335,732.65477,0.16771198249759,0.0704719387755102
"WCL","Str",12,166,548,18.0563169277108,0.367132867132867,0.0200073019350128,16.7898815556647,132.89007,0.290247083388837,0.0774288337924702
"WCL","Str",13,157,422,14.1619246496815,0.325352112676056,0.0172301159562306,15.9841476544691,92.16761,0.146581196581197,0.0794296515450362
"WCL","Str",14,151,502,32.9404741721854,0.390971039182283,0.0221633554083885,12.8059316202978,113.78424,0.0411827848140074,0.0649333333333333
"WCL","Str",15,155,478,20.3263258709677,0.387656702025072,0.0200251361541684,22.0307824394379,189.94263,0.165171716069348,0.0909512565356721
"WCL","Str",16,158,548,38.9834123417722,0.353448275862069,0.0220914294928646,19.3944425668639,337.55266,0.127252200875877,0.0995577913911315
"WCL","Str",17,129,390,27.5882341860465,0.35427135678392,0.0236191860465116,21.7363378710759,181.51152,0.200379379152313,0.09429931640625
"WCL","Str",18,118,282,14.6612563559322,0.348837209302326,0.020425901781834,12.3832718226003,48.17298,0.0323478957431212,0.0397399371758346
"WCL","Str",19,144,400,21.5671819444444,0.326259946949602,0.0194250194250194,15.7010584219964,114.62287,0.036849489523576,0.0790258692356594
"WCL","Str",20,145,378,11.3421077241379,0.448154657293497,0.0181034482758621,8.13755125,57.85763,0.021202611046361,0.0516975308641975
"WCL","HC",1,71,136,11.459466056338,0.206896551724138,0.027364185110664,15.3929871556886,118.57685,0.0355042886719905,0.10265306122449
"WCL","HC",2,93,196,16.9357324731183,0.245136186770428,0.0229079008882655,17.2764819084822,296.78666,0.0299016909366626,0.0977079395085066
"WCL","HC",3,97,272,29.4312981443299,0.291457286432161,0.0292096219931271,23.1267397732539,135.08055,0.333064159965887,0.159939236111111
"WCL","HC",4,87,168,8.02785367816092,0.306122448979592,0.0224538893344026,8.11101936363636,42.63177,0.0180606369102536,0.0596268253109789
"WCL","HC",5,77,138,7.97387714285714,0.275229357798165,0.0235816814764183,7.181212675,70.3281,0.0148845798707295,0.0560941828254848
"WCL","HC",6,83,192,14.631623373494,0.288461538461538,0.0282104025859536,16.7905201907515,78.14149,0.107371665405904,0.094883997620464
"WCL","HC",7,94,234,14.6642162765957,0.308108108108108,0.0267673301304049,13.6252372807018,97.6353,0.0315517752743469,0.103364550815123
"WCL","HC",8,87,210,19.5494418390805,0.335593220338983,0.0280673616680032,14.118805234375,79.88072,0.131306270480069,0.0892374256354786
"WCL","HC",9,90,194,9.04694866666667,0.347222222222222,0.0242197253433208,7.80447343434344,40.97532,0.00770965557608658,0.0664057568488827
"WCL","HC",10,94,284,44.8837495744681,0.251196172248804,0.0324868451155342,32.6170686598746,465.32419,0.171320383859406,0.282344779743323
"WCL","HC",11,58,100,12.6371212068966,0.287671232876712,0.0302480338777979,8.495031375,41.48746,0.0104427736006683,0.0941828254847645
"WCL","HC",12,66,154,14.5935210606061,0.282051282051282,0.0358974358974359,8.48629866492146,66.55014,0.0863609467455621,0.182248520710059
"WCL","HC",13,72,140,16.0232244444444,0.253521126760563,0.0273865414710485,20.9840476363636,245.56499,0.0218834131549863,0.100773656020631
"WCL","HC",14,90,240,16.5896918888889,0.38755980861244,0.0299625468164794,14.273800710754,90.512,0.0501816230733034,0.0833228127761646
"WCL","HC",15,86,238,16.1543696511628,0.391891891891892,0.0325581395348837,12.0542841362661,121.80162,0.115014225297962,0.14560553633218
"WCL","HC",16,89,220,27.0438825842697,0.334285714285714,0.0280898876404494,15.5360841304348,59.06838,0.0436041448972483,0.0865185950413223
"WCL","HC",17,96,216,9.94726625,0.30241935483871,0.0236842105263158,12.6448283434959,53.91525,0.0784935462957506,0.0611634349030471
"WCL","HC",18,87,220,15.9530054022989,0.401960784313726,0.0294039026998129,16.3818846517857,369.77092,0.023605764642255,0.0996484586262845
"WCL","HC",19,101,234,16.16809,0.306306306306306,0.0231683168316832,14.9529756950207,187.05716,0.0690252525252525,0.0978
"WCL","HC",20,80,214,27.570099,0.296,0.0338607594936709,17.3977714396654,143.68245,0.0413395289216472,0.145169043422528
